participantid,session,duration,subject_condition,graph_condition,group,question,time
s41094,2,537,no warning,truncated,1B,21,6.938
s41094,2,537,no warning,control,1B,22,11.882
s41094,2,537,no warning,truncated,1B,23,8.06
s41094,2,537,no warning,control,1B,24,13.42
s41094,2,537,no warning,truncated,1B,25,6.063
s41094,2,537,no warning,control,1B,26,15.647
s41094,2,537,no warning,truncated,1B,27,8.386
s41094,2,537,no warning,control,1B,28,11.98
s41094,2,537,no warning,truncated,1B,29,5.892
s41094,2,537,no warning,control,1B,30,9.03
s41094,2,537,no warning,truncated,1B,31,7.473
s41094,2,537,no warning,control,1B,32,6.199
s41094,2,537,no warning,truncated,1B,33,7.223
s41094,2,537,no warning,control,1B,34,8.89
s41094,2,537,no warning,truncated,1B,35,7.349
s41094,2,537,no warning,control,1B,36,6.948
s41094,2,537,no warning,truncated,1B,37,10.621
s41094,2,537,no warning,control,1B,38,10.775
s41094,2,537,no warning,truncated,1B,39,13.106
s41094,2,537,no warning,control,1B,40,6.693
s41095,1,641,no warning,truncated,1B,1,6.702
s41095,1,641,no warning,control,1B,2,2.805
s41095,1,641,no warning,truncated,1B,3,3.022
s41095,1,641,no warning,control,1B,4,2.647
s41095,1,641,no warning,truncated,1B,5,3.043
s41095,1,641,no warning,control,1B,6,3.309
s41095,1,641,no warning,truncated,1B,7,2.418
s41095,1,641,no warning,control,1B,8,2.913
s41095,1,641,no warning,truncated,1B,9,5.1
s41095,1,641,no warning,control,1B,10,2.532
s41095,1,641,no warning,truncated,1B,11,3.273
s41095,1,641,no warning,control,1B,12,3.736
s41095,1,641,no warning,truncated,1B,13,2.419
s41095,1,641,no warning,control,1B,14,3.317
s41095,1,641,no warning,truncated,1B,15,2.458
s41095,1,641,no warning,control,1B,16,3.3
s41095,1,641,no warning,truncated,1B,17,3.359
s41095,1,641,no warning,control,1B,18,2.518
s41095,1,641,no warning,truncated,1B,19,8.829
s41095,1,641,no warning,control,1B,20,2.344
s41095,1,641,no warning,truncated,1B,21,3.773
s41095,1,641,no warning,control,1B,22,3.589
s41095,1,641,no warning,truncated,1B,23,2.685
s41095,1,641,no warning,control,1B,24,2.604
s41095,1,641,no warning,truncated,1B,25,3.3
s41095,1,641,no warning,control,1B,26,3.033
s41095,1,641,no warning,truncated,1B,27,3.742
s41095,1,641,no warning,control,1B,28,4.247
s41095,1,641,no warning,truncated,1B,29,4.016
s41095,1,641,no warning,control,1B,30,3.64
s41095,1,641,no warning,truncated,1B,31,4.47
s41095,1,641,no warning,control,1B,32,8.339
s41095,1,641,no warning,truncated,1B,33,2.16
s41095,1,641,no warning,control,1B,34,4.008
s41095,1,641,no warning,truncated,1B,35,6.918
s41095,1,641,no warning,control,1B,36,4.396
s41095,1,641,no warning,truncated,1B,37,4.371
s41095,1,641,no warning,control,1B,38,2.518
s41095,1,641,no warning,truncated,1B,39,7.729
s41095,1,641,no warning,control,1B,40,254.224
s41095,2,357,no warning,truncated,2B,1,1.976
s41095,2,357,no warning,control,2B,2,2.548
s41095,2,357,no warning,truncated,2B,3,1.592
s41095,2,357,no warning,control,2B,4,4.738
s41095,2,357,no warning,truncated,2B,5,1.924
s41095,2,357,no warning,control,2B,6,1.899
s41095,2,357,no warning,truncated,2B,7,2.662
s41095,2,357,no warning,control,2B,8,2.587
s41095,2,357,no warning,truncated,2B,9,2.929
s41095,2,357,no warning,control,2B,10,2.592
s41095,2,357,no warning,truncated,2B,11,2.551
s41095,2,357,no warning,control,2B,12,2.652
s41095,2,357,no warning,truncated,2B,13,2.199
s41095,2,357,no warning,control,2B,14,0.885
s41095,2,357,no warning,truncated,2B,15,2.121
s41095,2,357,no warning,control,2B,16,2.85
s41095,2,357,no warning,truncated,2B,17,2.471
s41095,2,357,no warning,control,2B,18,1.835
s41095,2,357,no warning,truncated,2B,19,3.128
s41095,2,357,no warning,control,2B,20,3.481
s41095,2,357,no warning,truncated,2B,21,1.697
s41095,2,357,no warning,control,2B,22,2.962
s41095,2,357,no warning,truncated,2B,23,2.611
s41095,2,357,no warning,control,2B,24,4.034
s41095,2,357,no warning,truncated,2B,25,3.411
s41095,2,357,no warning,control,2B,26,3.098
s41095,2,357,no warning,truncated,2B,27,1.941
s41095,2,357,no warning,control,2B,28,1.853
s41095,2,357,no warning,truncated,2B,29,2.129
s41095,2,357,no warning,control,2B,30,2.701
s41095,2,357,no warning,truncated,2B,31,2.268
s41095,2,357,no warning,control,2B,32,3.567
s41095,2,357,no warning,truncated,2B,33,1.965
s41095,2,357,no warning,control,2B,34,2.503
s41095,2,357,no warning,truncated,2B,35,5.753
s41095,2,357,no warning,control,2B,36,2.593
s41095,2,357,no warning,truncated,2B,37,2.664
s41095,2,357,no warning,control,2B,38,2.122
s41095,2,357,no warning,truncated,2B,39,2.534
s41095,2,357,no warning,control,2B,40,2.729
s41096,1,336,no warning,truncated,1B,1,6.644
s41096,1,336,no warning,control,1B,2,8.576
s41096,1,336,no warning,truncated,1B,3,5.041
s41096,1,336,no warning,control,1B,4,4.918
s41096,1,336,no warning,truncated,1B,5,7.274
s41096,1,336,no warning,control,1B,6,3.921
s41096,1,336,no warning,truncated,1B,7,4.175
s41096,1,336,no warning,control,1B,8,6.171
s41096,1,336,no warning,truncated,1B,9,7.473
s41096,1,336,no warning,control,1B,10,5.918
s41096,1,336,no warning,truncated,1B,11,4.653
s41096,1,336,no warning,control,1B,12,6.999
s41096,1,336,no warning,truncated,1B,13,4.91
s41096,1,336,no warning,control,1B,14,4.679
s41096,1,336,no warning,truncated,1B,15,5.223
s41096,1,336,no warning,control,1B,16,5.398
s41096,1,336,no warning,truncated,1B,17,5.827
s41096,1,336,no warning,control,1B,18,8.249
s41096,1,336,no warning,truncated,1B,19,10.502
s41096,1,336,no warning,control,1B,20,5.736
s41096,1,336,no warning,truncated,1B,21,5.772
s41096,1,336,no warning,control,1B,22,5.836
s41096,1,336,no warning,truncated,1B,23,4.787
s41096,1,336,no warning,control,1B,24,8.271
s41096,1,336,no warning,truncated,1B,25,6.14
s41096,1,336,no warning,control,1B,26,4.503
s41096,1,336,no warning,truncated,1B,27,6.376
s41096,1,336,no warning,control,1B,28,7.612
s41096,1,336,no warning,truncated,1B,29,5.77
s41096,1,336,no warning,control,1B,30,5.594
s41096,1,336,no warning,truncated,1B,31,5.215
s41096,1,336,no warning,control,1B,32,5.519
s41096,1,336,no warning,truncated,1B,33,4.393
s41096,1,336,no warning,control,1B,34,6.981
s41096,1,336,no warning,truncated,1B,35,5.731
s41096,1,336,no warning,control,1B,36,5.744
s41096,1,336,no warning,truncated,1B,37,6.003
s41096,1,336,no warning,control,1B,38,13.764
s41096,1,336,no warning,truncated,1B,39,4.496
s41096,1,336,no warning,control,1B,40,5.761
s41096,2,441,no warning,control,2A,1,9.381
s41096,2,441,no warning,truncated,2A,2,3.849
s41096,2,441,no warning,control,2A,3,10.917
s41096,2,441,no warning,truncated,2A,4,7.057
s41096,2,441,no warning,control,2A,5,4.186
s41096,2,441,no warning,truncated,2A,6,6.128
s41096,2,441,no warning,control,2A,7,7.277
s41096,2,441,no warning,truncated,2A,8,6.146
s41096,2,441,no warning,control,2A,9,11.958
s41096,2,441,no warning,truncated,2A,10,6.601
s41096,2,441,no warning,control,2A,11,5.415
s41096,2,441,no warning,truncated,2A,12,4.944
s41096,2,441,no warning,control,2A,13,4.702
s41096,2,441,no warning,truncated,2A,14,5.844
s41096,2,441,no warning,control,2A,15,4.324
s41096,2,441,no warning,truncated,2A,16,3.556
s41096,2,441,no warning,control,2A,17,7.265
s41096,2,441,no warning,truncated,2A,18,8.133
s41096,2,441,no warning,control,2A,19,22.627
s41096,2,441,no warning,truncated,2A,20,5.197
s41096,2,441,no warning,control,2A,21,6.907
s41096,2,441,no warning,truncated,2A,22,4.395
s41096,2,441,no warning,control,2A,23,8.002
s41096,2,441,no warning,truncated,2A,24,10.514
s41096,2,441,no warning,control,2A,25,12.633
s41096,2,441,no warning,truncated,2A,26,3.722
s41096,2,441,no warning,control,2A,27,6.058
s41096,2,441,no warning,truncated,2A,28,5.465
s41096,2,441,no warning,control,2A,29,4.815
s41096,2,441,no warning,truncated,2A,30,9.047
s41096,2,441,no warning,control,2A,31,4.475
s41096,2,441,no warning,truncated,2A,32,5.532
s41096,2,441,no warning,control,2A,33,6.593
s41096,2,441,no warning,truncated,2A,34,4.943
s41096,2,441,no warning,control,2A,35,8.167
s41096,2,441,no warning,truncated,2A,36,5.792
s41096,2,441,no warning,control,2A,37,6.9
s41096,2,441,no warning,truncated,2A,38,5.33
s41096,2,441,no warning,control,2A,39,5.768
s41096,2,441,no warning,truncated,2A,40,5.334
s41097,1,873,warning,control,1A,1,13.376
s41097,1,873,warning,truncated,1A,2,6.043
s41097,1,873,warning,control,1A,3,5.793
s41097,1,873,warning,truncated,1A,4,6.69
s41097,1,873,warning,control,1A,5,11.833
s41097,1,873,warning,truncated,1A,6,7.076
s41097,1,873,warning,control,1A,7,5.176
s41097,1,873,warning,truncated,1A,8,8.45
s41097,1,873,warning,control,1A,9,7.2
s41097,1,873,warning,truncated,1A,10,6.871
s41097,1,873,warning,control,1A,11,6.396
s41097,1,873,warning,truncated,1A,12,6.278
s41097,1,873,warning,control,1A,13,4.46
s41097,1,873,warning,truncated,1A,14,40.525
s41097,1,873,warning,control,1A,15,5.155
s41097,1,873,warning,truncated,1A,16,5.934
s41097,1,873,warning,control,1A,17,5.277
s41097,1,873,warning,truncated,1A,18,13.429
s41097,1,873,warning,control,1A,19,7.359
s41097,1,873,warning,truncated,1A,20,8.115
s41097,1,873,warning,control,1A,21,9.554
s41097,1,873,warning,truncated,1A,22,7.277
s41097,1,873,warning,control,1A,23,5.639
s41097,1,873,warning,truncated,1A,24,19.147
s41097,1,873,warning,control,1A,25,7.924
s41097,1,873,warning,truncated,1A,26,3.719
s41097,1,873,warning,control,1A,27,6.709
s41097,1,873,warning,truncated,1A,28,8.699
s41097,1,873,warning,control,1A,29,11.723
s41097,1,873,warning,truncated,1A,30,6.596
s41097,1,873,warning,control,1A,31,24.955
s41097,1,873,warning,truncated,1A,32,2.766
s41097,1,873,warning,control,1A,33,3.953
s41097,1,873,warning,truncated,1A,34,8.248
s41097,1,873,warning,control,1A,35,6.658
s41097,1,873,warning,truncated,1A,36,160.662
s41097,1,873,warning,control,1A,37,9.797
s41097,1,873,warning,truncated,1A,38,9.554
s41097,1,873,warning,control,1A,39,2.527
s41097,1,873,warning,truncated,1A,40,18.668
s41097,2,630,warning,control,2A,1,3.725
s41097,2,630,warning,truncated,2A,2,6.242
s41097,2,630,warning,control,2A,3,4.652
s41097,2,630,warning,truncated,2A,4,6.349
s41097,2,630,warning,control,2A,5,4.274
s41097,2,630,warning,truncated,2A,6,6.634
s41097,2,630,warning,control,2A,7,4.051
s41097,2,630,warning,truncated,2A,8,4.667
s41097,2,630,warning,control,2A,9,6.536
s41097,2,630,warning,truncated,2A,10,6.881
s41097,2,630,warning,control,2A,11,4.701
s41097,2,630,warning,truncated,2A,12,4.456
s41097,2,630,warning,control,2A,13,4.507
s41097,2,630,warning,truncated,2A,14,6.677
s41097,2,630,warning,control,2A,15,6.901
s41097,2,630,warning,truncated,2A,16,3.828
s41097,2,630,warning,control,2A,17,6.868
s41097,2,630,warning,truncated,2A,18,7.832
s41097,2,630,warning,control,2A,19,5.597
s41097,2,630,warning,truncated,2A,20,3.222
s41097,2,630,warning,control,2A,21,4.61
s41097,2,630,warning,truncated,2A,22,7.478
s41097,2,630,warning,control,2A,23,7.59
s41097,2,630,warning,truncated,2A,24,4.42
s41097,2,630,warning,control,2A,25,4.872
s41097,2,630,warning,truncated,2A,26,3.343
s41097,2,630,warning,control,2A,27,3.849
s41097,2,630,warning,truncated,2A,28,5.172
s41097,2,630,warning,control,2A,29,6.051
s41097,2,630,warning,truncated,2A,30,5.936
s41097,2,630,warning,control,2A,31,11.187
s41097,2,630,warning,truncated,2A,32,4.503
s41097,2,630,warning,control,2A,33,43.453
s41097,2,630,warning,truncated,2A,34,8.378
s41097,2,630,warning,control,2A,35,6.521
s41097,2,630,warning,truncated,2A,36,6.144
s41097,2,630,warning,control,2A,37,4.386
s41097,2,630,warning,truncated,2A,38,7.617
s41097,2,630,warning,control,2A,39,4.702
s41097,2,630,warning,truncated,2A,40,6.226
s41098,1,6409,no warning,control,1A,1,6.78
s41098,1,6409,no warning,truncated,1A,2,10.164
s41098,1,6409,no warning,control,1A,3,5.861
s41098,1,6409,no warning,truncated,1A,4,5.802
s41098,1,6409,no warning,control,1A,5,20.293
s41098,1,6409,no warning,truncated,1A,6,5.11
s41098,1,6409,no warning,control,1A,7,9.011
s41098,1,6409,no warning,truncated,1A,8,6.809
s41098,1,6409,no warning,control,1A,9,179.675
s41098,1,6409,no warning,truncated,1A,10,9.727
s41098,1,6409,no warning,control,1A,11,7.206
s41098,1,6409,no warning,truncated,1A,12,698.539
s41098,1,6409,no warning,control,1A,13,5.449
s41098,1,6409,no warning,truncated,1A,14,9.281
s41098,1,6409,no warning,control,1A,15,6.586
s41098,1,6409,no warning,truncated,1A,16,7.337
s41098,1,6409,no warning,control,1A,17,8.768
s41098,1,6409,no warning,truncated,1A,18,13.755
s41098,1,6409,no warning,control,1A,19,7.318
s41098,1,6409,no warning,truncated,1A,20,11.278
s41098,1,6409,no warning,control,1A,21,8.53
s41098,1,6409,no warning,truncated,1A,22,5.619
s41098,1,6409,no warning,control,1A,23,70.172
s41098,1,6409,no warning,truncated,1A,24,7.884
s41098,1,6409,no warning,control,1A,25,491.357
s41098,1,6409,no warning,truncated,1A,26,49.483
s41098,1,6409,no warning,control,1A,27,5.934
s41098,1,6409,no warning,truncated,1A,28,288.665
s41098,1,6409,no warning,control,1A,29,66.704
s41098,1,6409,no warning,truncated,1A,30,6.067
s41098,1,6409,no warning,control,1A,31,6.313
s41098,1,6409,no warning,truncated,1A,32,4.942
s41098,1,6409,no warning,control,1A,33,1566.348
s41098,1,6409,no warning,truncated,1A,34,7.225
s41098,1,6409,no warning,control,1A,35,9.682
s41098,1,6409,no warning,truncated,1A,36,5.849
s41098,1,6409,no warning,control,1A,37,8.32
s41098,1,6409,no warning,truncated,1A,38,2166.053
s41098,1,6409,no warning,control,1A,39,4.931
s41098,1,6409,no warning,truncated,1A,40,6.935
s41098,2,3952,no warning,control,2A,1,4.767
s41098,2,3952,no warning,truncated,2A,2,5.87
s41098,2,3952,no warning,control,2A,3,209.253
s41098,2,3952,no warning,truncated,2A,4,7.006
s41098,2,3952,no warning,control,2A,5,1403.616
s41098,2,3952,no warning,truncated,2A,6,7.029
s41098,2,3952,no warning,control,2A,7,272.921
s41098,2,3952,no warning,truncated,2A,8,6.907
s41098,2,3952,no warning,control,2A,9,11.258
s41098,2,3952,no warning,truncated,2A,10,7.488
s41098,2,3952,no warning,control,2A,11,6.746
s41098,2,3952,no warning,truncated,2A,12,8.909
s41098,2,3952,no warning,control,2A,13,424.745
s41098,2,3952,no warning,truncated,2A,14,18.083
s41098,2,3952,no warning,control,2A,15,267.267
s41098,2,3952,no warning,truncated,2A,16,4.264
s41098,2,3952,no warning,control,2A,17,7.467
s41098,2,3952,no warning,truncated,2A,18,5.727
s41098,2,3952,no warning,control,2A,19,7.092
s41098,2,3952,no warning,truncated,2A,20,7.834
s41098,2,3952,no warning,control,2A,21,9.682
s41098,2,3952,no warning,truncated,2A,22,9.759
s41098,2,3952,no warning,control,2A,23,10.692
s41098,2,3952,no warning,truncated,2A,24,7.015
s41098,2,3952,no warning,control,2A,25,16.898
s41098,2,3952,no warning,truncated,2A,26,8.225
s41098,2,3952,no warning,control,2A,27,5.074
s41098,2,3952,no warning,truncated,2A,28,8.819
s41098,2,3952,no warning,control,2A,29,7.623
s41098,2,3952,no warning,truncated,2A,30,540.56
s41098,2,3952,no warning,control,2A,31,11.561
s41098,2,3952,no warning,truncated,2A,32,9.238
s41098,2,3952,no warning,control,2A,33,7.424
s41098,2,3952,no warning,truncated,2A,34,6.547
s41098,2,3952,no warning,control,2A,35,25.121
s41098,2,3952,no warning,truncated,2A,36,5.984
s41098,2,3952,no warning,control,2A,37,6.079
s41098,2,3952,no warning,truncated,2A,38,7.288
s41098,2,3952,no warning,control,2A,39,382.466
s41098,2,3952,no warning,truncated,2A,40,6.138
s41099,1,612,warning,control,2A,1,13.768
s41099,1,612,warning,truncated,2A,2,2.644
s41099,1,612,warning,control,2A,3,2.7
s41099,1,612,warning,truncated,2A,4,2.859
s41099,1,612,warning,control,2A,5,1.837
s41099,1,612,warning,truncated,2A,6,3.168
s41099,1,612,warning,control,2A,7,5.49
s41099,1,612,warning,truncated,2A,8,8.832
s41099,1,612,warning,control,2A,9,1.843
s41099,1,612,warning,truncated,2A,10,1.965
s41099,1,612,warning,control,2A,11,2.661
s41099,1,612,warning,truncated,2A,12,7.378
s41099,1,612,warning,control,2A,13,8.756
s41099,1,612,warning,truncated,2A,14,2.449
s41099,1,612,warning,control,2A,15,1.751
s41099,1,612,warning,truncated,2A,16,3.311
s41099,1,612,warning,control,2A,17,3.383
s41099,1,612,warning,truncated,2A,18,2.961
s41099,1,612,warning,control,2A,19,7.076
s41099,1,612,warning,truncated,2A,20,2.117
s41099,1,612,warning,control,2A,21,1.967
s41099,1,612,warning,truncated,2A,22,29.71
s41099,1,612,warning,control,2A,23,3.081
s41099,1,612,warning,truncated,2A,24,3.185
s41099,1,612,warning,control,2A,25,1.553
s41099,1,612,warning,truncated,2A,26,3.433
s41099,1,612,warning,control,2A,27,26.202
s41099,1,612,warning,truncated,2A,28,1.764
s41099,1,612,warning,control,2A,29,18.139
s41099,1,612,warning,truncated,2A,30,3.208
s41099,1,612,warning,control,2A,31,31.365
s41099,1,612,warning,truncated,2A,32,2.632
s41099,1,612,warning,control,2A,33,2.767
s41099,1,612,warning,truncated,2A,34,10.257
s41099,1,612,warning,control,2A,35,11.254
s41099,1,612,warning,truncated,2A,36,8.873
s41099,1,612,warning,control,2A,37,2.18
s41099,1,612,warning,truncated,2A,38,2.458
s41099,1,612,warning,control,2A,39,2.111
s41099,1,612,warning,truncated,2A,40,2.797
s41099,2,888,warning,control,1A,1,7.305
s41099,2,888,warning,truncated,1A,2,6.39
s41099,2,888,warning,control,1A,3,7.566
s41099,2,888,warning,truncated,1A,4,9.72
s41099,2,888,warning,control,1A,5,1.789
s41099,2,888,warning,truncated,1A,6,22.88
s41099,2,888,warning,control,1A,7,2.556
s41099,2,888,warning,truncated,1A,8,12.7
s41099,2,888,warning,control,1A,9,17.915
s41099,2,888,warning,truncated,1A,10,8.313
s41099,2,888,warning,control,1A,11,5.048
s41099,2,888,warning,truncated,1A,12,3.246
s41099,2,888,warning,control,1A,13,11.187
s41099,2,888,warning,truncated,1A,14,11.373
s41099,2,888,warning,control,1A,15,13.905
s41099,2,888,warning,truncated,1A,16,15.839
s41099,2,888,warning,control,1A,17,9.099
s41099,2,888,warning,truncated,1A,18,16.269
s41099,2,888,warning,control,1A,19,2.45
s41099,2,888,warning,truncated,1A,20,14.662
s41099,2,888,warning,control,1A,21,5.362
s41099,2,888,warning,truncated,1A,22,35.687
s41099,2,888,warning,control,1A,23,17.43
s41099,2,888,warning,truncated,1A,24,16.673
s41099,2,888,warning,control,1A,25,5.46
s41099,2,888,warning,truncated,1A,26,12.356
s41099,2,888,warning,control,1A,27,2.579
s41099,2,888,warning,truncated,1A,28,7.244
s41099,2,888,warning,control,1A,29,0.915
s41099,2,888,warning,truncated,1A,30,39.59
s41099,2,888,warning,control,1A,31,10.669
s41099,2,888,warning,truncated,1A,32,20.4
s41099,2,888,warning,control,1A,33,2.032
s41099,2,888,warning,truncated,1A,34,11.833
s41099,2,888,warning,control,1A,35,9.189
s41099,2,888,warning,truncated,1A,36,2.045
s41099,2,888,warning,control,1A,37,21.481
s41099,2,888,warning,truncated,1A,38,8.879
s41099,2,888,warning,control,1A,39,31.557
s41099,2,888,warning,truncated,1A,40,5.283
s41100,1,430,warning,truncated,1B,1,3.177
s41100,1,430,warning,control,1B,2,3.554
s41100,1,430,warning,truncated,1B,3,1.975
s41100,1,430,warning,control,1B,4,2.908
s41100,1,430,warning,truncated,1B,5,2.994
s41100,1,430,warning,control,1B,6,3.555
s41100,1,430,warning,truncated,1B,7,2.555
s41100,1,430,warning,control,1B,8,2.4
s41100,1,430,warning,truncated,1B,9,1.481
s41100,1,430,warning,control,1B,10,2.976
s41100,1,430,warning,truncated,1B,11,5.462
s41100,1,430,warning,control,1B,12,4.391
s41100,1,430,warning,truncated,1B,13,2.423
s41100,1,430,warning,control,1B,14,3.671
s41100,1,430,warning,truncated,1B,15,1.913
s41100,1,430,warning,control,1B,16,4.379
s41100,1,430,warning,truncated,1B,17,1.894
s41100,1,430,warning,control,1B,18,5.063
s41100,1,430,warning,truncated,1B,19,2.829
s41100,1,430,warning,control,1B,20,3.599
s41100,1,430,warning,truncated,1B,21,5.059
