participantid,session,duration,subject_condition,graph_condition,group,question,time
s41140,1,8420,warning,control,2B,20,13.127
s41140,1,8420,warning,truncated,2B,21,7.754
s41140,1,8420,warning,control,2B,22,8.575
s41140,1,8420,warning,truncated,2B,23,6.355
s41140,1,8420,warning,control,2B,24,4.765
s41140,1,8420,warning,truncated,2B,25,9.938
s41140,1,8420,warning,control,2B,26,9.555
s41140,1,8420,warning,truncated,2B,27,8.782
s41140,1,8420,warning,control,2B,28,6.147
s41140,1,8420,warning,truncated,2B,29,30.673
s41140,1,8420,warning,control,2B,30,6.406
s41140,1,8420,warning,truncated,2B,31,9.524
s41140,1,8420,warning,control,2B,32,13.687
s41140,1,8420,warning,truncated,2B,33,6.936
s41140,1,8420,warning,control,2B,34,11.091
s41140,1,8420,warning,truncated,2B,35,17.822
s41140,1,8420,warning,control,2B,36,21.689
s41140,1,8420,warning,truncated,2B,37,6.61
s41140,1,8420,warning,control,2B,38,5.647
s41140,1,8420,warning,truncated,2B,39,3.76
s41140,1,8420,warning,control,2B,40,53.914
s41140,2,1063,warning,truncated,1B,1,11.388
s41140,2,1063,warning,control,1B,2,46.992
s41140,2,1063,warning,truncated,1B,3,7.615
s41140,2,1063,warning,control,1B,4,8.406
s41140,2,1063,warning,truncated,1B,5,19.751
s41140,2,1063,warning,control,1B,6,9.547
s41140,2,1063,warning,truncated,1B,7,12.358
s41140,2,1063,warning,control,1B,8,13.602
s41140,2,1063,warning,truncated,1B,9,7.771
s41140,2,1063,warning,control,1B,10,6.985
s41140,2,1063,warning,truncated,1B,11,16.81
s41140,2,1063,warning,control,1B,12,8.149
s41140,2,1063,warning,truncated,1B,13,24.644
s41140,2,1063,warning,control,1B,14,8.452
s41140,2,1063,warning,truncated,1B,15,32.772
s41140,2,1063,warning,control,1B,16,7.014
s41140,2,1063,warning,truncated,1B,17,7.438
s41140,2,1063,warning,control,1B,18,12.055
s41140,2,1063,warning,truncated,1B,19,10.463
s41140,2,1063,warning,control,1B,20,14.042
s41140,2,1063,warning,truncated,1B,21,9.63
s41140,2,1063,warning,control,1B,22,69.681
s41140,2,1063,warning,truncated,1B,23,12.14
s41140,2,1063,warning,control,1B,24,9.94
s41140,2,1063,warning,truncated,1B,25,12.026
s41140,2,1063,warning,control,1B,26,7.765
s41140,2,1063,warning,truncated,1B,27,6.235
s41140,2,1063,warning,control,1B,28,13.444
s41140,2,1063,warning,truncated,1B,29,108.737
s41140,2,1063,warning,control,1B,30,7.205
s41140,2,1063,warning,truncated,1B,31,10.601
s41140,2,1063,warning,control,1B,32,18.955
s41140,2,1063,warning,truncated,1B,33,80.035
s41140,2,1063,warning,control,1B,34,11.543
s41140,2,1063,warning,truncated,1B,35,13.939
s41140,2,1063,warning,control,1B,36,137.618
s41140,2,1063,warning,truncated,1B,37,13.726
s41140,2,1063,warning,control,1B,38,19.632
s41140,2,1063,warning,truncated,1B,39,17.046
s41140,2,1063,warning,control,1B,40,10.918
s41141,1,500,warning,truncated,1B,1,9.315
s41141,1,500,warning,control,1B,2,16.389
s41141,1,500,warning,truncated,1B,3,15.022
s41141,1,500,warning,control,1B,4,8.98
s41141,1,500,warning,truncated,1B,5,9.934
s41141,1,500,warning,control,1B,6,7.325
s41141,1,500,warning,truncated,1B,7,7.025
s41141,1,500,warning,control,1B,8,4.531
s41141,1,500,warning,truncated,1B,9,5.952
s41141,1,500,warning,control,1B,10,5.757
s41141,1,500,warning,truncated,1B,11,6.129
s41141,1,500,warning,control,1B,12,9.281
s41141,1,500,warning,truncated,1B,13,9.331
s41141,1,500,warning,control,1B,14,8.361
s41141,1,500,warning,truncated,1B,15,9.998
s41141,1,500,warning,control,1B,16,7.601
s41141,1,500,warning,truncated,1B,17,5.463
s41141,1,500,warning,control,1B,18,14.189
s41141,1,500,warning,truncated,1B,19,15.798
s41141,1,500,warning,control,1B,20,12.074
s41141,1,500,warning,truncated,1B,21,10.358
s41141,1,500,warning,control,1B,22,6.626
s41141,1,500,warning,truncated,1B,23,9.504
s41141,1,500,warning,control,1B,24,8.833
s41141,1,500,warning,truncated,1B,25,8.94
s41141,1,500,warning,control,1B,26,9.218
s41141,1,500,warning,truncated,1B,27,8.181
s41141,1,500,warning,control,1B,28,8.232
s41141,1,500,warning,truncated,1B,29,9.582
s41141,1,500,warning,control,1B,30,7.471
s41141,1,500,warning,truncated,1B,31,12.14
s41141,1,500,warning,control,1B,32,7.117
s41141,1,500,warning,truncated,1B,33,8.716
s41141,1,500,warning,control,1B,34,8.489
s41141,1,500,warning,truncated,1B,35,9.287
s41141,1,500,warning,control,1B,36,7.062
s41141,1,500,warning,truncated,1B,37,7.511
s41141,1,500,warning,control,1B,38,15.47
s41141,1,500,warning,truncated,1B,39,5.501
s41141,1,500,warning,control,1B,40,5.422
s41141,2,1385,warning,truncated,2B,1,19.301
s41141,2,1385,warning,control,2B,2,11.558
s41141,2,1385,warning,truncated,2B,3,8.526
s41141,2,1385,warning,control,2B,4,7.984
s41141,2,1385,warning,truncated,2B,5,5.708
s41141,2,1385,warning,control,2B,6,66.321
s41141,2,1385,warning,truncated,2B,7,9.625
s41141,2,1385,warning,control,2B,8,5.818
s41141,2,1385,warning,truncated,2B,9,12.132
s41141,2,1385,warning,control,2B,10,13.454
s41141,2,1385,warning,truncated,2B,11,21.902
s41141,2,1385,warning,control,2B,12,13.25
s41141,2,1385,warning,truncated,2B,13,14.544
s41141,2,1385,warning,control,2B,14,25.244
s41141,2,1385,warning,truncated,2B,15,13.507
s41141,2,1385,warning,control,2B,16,19.111
s41141,2,1385,warning,truncated,2B,17,7.343
s41141,2,1385,warning,control,2B,18,14.564
s41141,2,1385,warning,truncated,2B,19,12.49
s41141,2,1385,warning,control,2B,20,9.288
s41141,2,1385,warning,truncated,2B,21,30.958
s41141,2,1385,warning,control,2B,22,16.001
s41141,2,1385,warning,truncated,2B,23,28.59
s41141,2,1385,warning,control,2B,24,32.524
s41141,2,1385,warning,truncated,2B,25,15.156
s41141,2,1385,warning,control,2B,26,61.356
s41141,2,1385,warning,truncated,2B,27,7.033
s41141,2,1385,warning,control,2B,28,19.803
s41141,2,1385,warning,truncated,2B,29,8.082
s41141,2,1385,warning,control,2B,30,12.617
s41141,2,1385,warning,truncated,2B,31,11.512
s41141,2,1385,warning,control,2B,32,39.775
s41141,2,1385,warning,truncated,2B,33,34.288
s41141,2,1385,warning,control,2B,34,13.239
s41141,2,1385,warning,truncated,2B,35,9.154
s41141,2,1385,warning,control,2B,36,13.16
s41141,2,1385,warning,truncated,2B,37,7.227
s41141,2,1385,warning,control,2B,38,5.789
s41141,2,1385,warning,truncated,2B,39,7.293
s41141,2,1385,warning,control,2B,40,41.243
s41142,1,783,no warning,control,1A,1,9.429
s41142,1,783,no warning,truncated,1A,2,10.389
s41142,1,783,no warning,control,1A,3,11.077
s41142,1,783,no warning,truncated,1A,4,13.647
s41142,1,783,no warning,control,1A,5,14.784
s41142,1,783,no warning,truncated,1A,6,11.867
s41142,1,783,no warning,control,1A,7,12.897
s41142,1,783,no warning,truncated,1A,8,16.656
s41142,1,783,no warning,control,1A,9,7.576
s41142,1,783,no warning,truncated,1A,10,13.465
s41142,1,783,no warning,control,1A,11,16.326
s41142,1,783,no warning,truncated,1A,12,10.745
s41142,1,783,no warning,control,1A,13,14.572
s41142,1,783,no warning,truncated,1A,14,8.812
s41142,1,783,no warning,control,1A,15,21.424
s41142,1,783,no warning,truncated,1A,16,9.654
s41142,1,783,no warning,control,1A,17,8.763
s41142,1,783,no warning,truncated,1A,18,16.895
s41142,1,783,no warning,control,1A,19,12.777
s41142,1,783,no warning,truncated,1A,20,10.946
s41142,1,783,no warning,control,1A,21,14.336
s41142,1,783,no warning,truncated,1A,22,10.919
s41142,1,783,no warning,control,1A,23,10.108
s41142,1,783,no warning,truncated,1A,24,18.768
s41142,1,783,no warning,control,1A,25,16.145
s41142,1,783,no warning,truncated,1A,26,6.676
s41142,1,783,no warning,control,1A,27,8.724
s41142,1,783,no warning,truncated,1A,28,9.616
s41142,1,783,no warning,control,1A,29,9.447
s41142,1,783,no warning,truncated,1A,30,11.452
s41142,1,783,no warning,control,1A,31,7.906
s41142,1,783,no warning,truncated,1A,32,7.183
s41142,1,783,no warning,control,1A,33,11.254
s41142,1,783,no warning,truncated,1A,34,15.405
s41142,1,783,no warning,control,1A,35,13.986
s41142,1,783,no warning,truncated,1A,36,10.259
s41142,1,783,no warning,control,1A,37,11.216
s41142,1,783,no warning,truncated,1A,38,9.782
s41142,1,783,no warning,control,1A,39,23.531
s41142,1,783,no warning,truncated,1A,40,13.86
s41142,2,760,no warning,truncated,2B,1,6.938
s41142,2,760,no warning,control,2B,2,5.572
s41142,2,760,no warning,truncated,2B,3,13.288
s41142,2,760,no warning,control,2B,4,8.933
s41142,2,760,no warning,truncated,2B,5,9.715
s41142,2,760,no warning,control,2B,6,13.469
s41142,2,760,no warning,truncated,2B,7,10.032
s41142,2,760,no warning,control,2B,8,5.417
s41142,2,760,no warning,truncated,2B,9,32.792
s41142,2,760,no warning,control,2B,10,15.201
s41142,2,760,no warning,truncated,2B,11,10.181
s41142,2,760,no warning,control,2B,12,13.773
s41142,2,760,no warning,truncated,2B,13,13.773
s41142,2,760,no warning,control,2B,14,14.867
s41142,2,760,no warning,truncated,2B,15,9.268
s41142,2,760,no warning,control,2B,16,10.038
s41142,2,760,no warning,truncated,2B,17,6.442
s41142,2,760,no warning,control,2B,18,8.853
s41142,2,760,no warning,truncated,2B,19,10.381
s41142,2,760,no warning,control,2B,20,9.755
s41142,2,760,no warning,truncated,2B,21,7.918
s41142,2,760,no warning,control,2B,22,15.325
s41142,2,760,no warning,truncated,2B,23,12.449
s41142,2,760,no warning,control,2B,24,7.987
s41142,2,760,no warning,truncated,2B,25,5.058
s41142,2,760,no warning,control,2B,26,15.837
s41142,2,760,no warning,truncated,2B,27,6.77
s41142,2,760,no warning,control,2B,28,6.557
s41142,2,760,no warning,truncated,2B,29,6.9
s41142,2,760,no warning,control,2B,30,12.894
s41142,2,760,no warning,truncated,2B,31,8.675
s41142,2,760,no warning,control,2B,32,6.063
s41142,2,760,no warning,truncated,2B,33,6.609
s41142,2,760,no warning,control,2B,34,6.575
s41142,2,760,no warning,truncated,2B,35,10.51
s41142,2,760,no warning,control,2B,36,12.079
s41142,2,760,no warning,truncated,2B,37,12.464
s41142,2,760,no warning,control,2B,38,7.795
s41142,2,760,no warning,truncated,2B,39,6.525
s41142,2,760,no warning,control,2B,40,5.657
s41143,1,889,warning,truncated,2B,1,11.115
s41143,1,889,warning,control,2B,2,14.249
s41143,1,889,warning,truncated,2B,3,24.096
s41143,1,889,warning,control,2B,4,13.399
s41143,1,889,warning,truncated,2B,5,18.177
s41143,1,889,warning,control,2B,6,23.085
s41143,1,889,warning,truncated,2B,7,16.593
s41143,1,889,warning,control,2B,8,18.672
s41143,1,889,warning,truncated,2B,9,26.859
s41143,1,889,warning,control,2B,10,17.188
s41143,1,889,warning,truncated,2B,11,39.381
s41143,1,889,warning,control,2B,12,13.167
s41143,1,889,warning,truncated,2B,13,13.546
s41143,1,889,warning,control,2B,14,12.446
s41143,1,889,warning,truncated,2B,15,22.269
s41143,1,889,warning,control,2B,16,12.951
s41143,1,889,warning,truncated,2B,17,10.786
s41143,1,889,warning,control,2B,18,12.359
s41143,1,889,warning,truncated,2B,19,13.033
s41143,1,889,warning,control,2B,20,13.019
s41143,1,889,warning,truncated,2B,21,23.031
s41143,1,889,warning,control,2B,22,11.054
s41143,1,889,warning,truncated,2B,23,11.498
s41143,1,889,warning,control,2B,24,10.699
s41143,1,889,warning,truncated,2B,25,9.125
s41143,1,889,warning,control,2B,26,11.601
s41143,1,889,warning,truncated,2B,27,13.298
s41143,1,889,warning,control,2B,28,14.257
s41143,1,889,warning,truncated,2B,29,12.9
s41143,1,889,warning,control,2B,30,17.536
s41143,1,889,warning,truncated,2B,31,14.819
s41143,1,889,warning,control,2B,32,9.849
s41143,1,889,warning,truncated,2B,33,17.966
s41143,1,889,warning,control,2B,34,18.837
s41143,1,889,warning,truncated,2B,35,26.802
s41143,1,889,warning,control,2B,36,18.481
s41143,1,889,warning,truncated,2B,37,12.971
s41143,1,889,warning,control,2B,38,24.701
s41143,1,889,warning,truncated,2B,39,12.359
s41143,1,889,warning,control,2B,40,15.172
s41143,2,807,warning,control,1A,1,17.399
s41143,2,807,warning,truncated,1A,2,15.669
s41143,2,807,warning,control,1A,3,7.727
s41143,2,807,warning,truncated,1A,4,12.503
s41143,2,807,warning,control,1A,5,17.267
s41143,2,807,warning,truncated,1A,6,20.462
s41143,2,807,warning,control,1A,7,15.982
s41143,2,807,warning,truncated,1A,8,49.618
s41143,2,807,warning,control,1A,9,17.611
s41143,2,807,warning,truncated,1A,10,9.101
s41143,2,807,warning,control,1A,11,9.893
s41143,2,807,warning,truncated,1A,12,21.993
s41143,2,807,warning,control,1A,13,13.866
s41143,2,807,warning,truncated,1A,14,21.034
s41143,2,807,warning,control,1A,15,26.552
s41143,2,807,warning,truncated,1A,16,11.677
s41143,2,807,warning,control,1A,17,6.775
s41143,2,807,warning,truncated,1A,18,16.678
s41143,2,807,warning,control,1A,19,26.107
s41143,2,807,warning,truncated,1A,20,24.534
s41143,2,807,warning,control,1A,21,13.426
s41143,2,807,warning,truncated,1A,22,12.896
s41143,2,807,warning,control,1A,23,18.164
s41143,2,807,warning,truncated,1A,24,17.307
s41143,2,807,warning,control,1A,25,16.27
s41143,2,807,warning,truncated,1A,26,15.533
s41143,2,807,warning,control,1A,27,11.428
s41143,2,807,warning,truncated,1A,28,9.401
s41143,2,807,warning,control,1A,29,12.198
s41143,2,807,warning,truncated,1A,30,13.61
s41143,2,807,warning,control,1A,31,17.086
s41143,2,807,warning,truncated,1A,32,9.705
s41143,2,807,warning,control,1A,33,8.1
s41143,2,807,warning,truncated,1A,34,13.202
s41143,2,807,warning,control,1A,35,8.882
s41143,2,807,warning,truncated,1A,36,13.015
s41143,2,807,warning,control,1A,37,14.246
s41143,2,807,warning,truncated,1A,38,19.827
s41143,2,807,warning,control,1A,39,12.432
s41143,2,807,warning,truncated,1A,40,14.249
s41144,1,1012,no warning,control,2A,1,29.743
s41144,1,1012,no warning,truncated,2A,2,18.208
s41144,1,1012,no warning,control,2A,3,47.027
s41144,1,1012,no warning,truncated,2A,4,18.648
s41144,1,1012,no warning,control,2A,5,14.975
s41144,1,1012,no warning,truncated,2A,6,91.924
s41144,1,1012,no warning,control,2A,7,15.293
s41144,1,1012,no warning,truncated,2A,8,16.586
s41144,1,1012,no warning,control,2A,9,19.348
s41144,1,1012,no warning,truncated,2A,10,11.204
s41144,1,1012,no warning,control,2A,11,22.856
s41144,1,1012,no warning,truncated,2A,12,8.965
s41144,1,1012,no warning,control,2A,13,10.968
s41144,1,1012,no warning,truncated,2A,14,26.925
s41144,1,1012,no warning,control,2A,15,19.023
s41144,1,1012,no warning,truncated,2A,16,15.579
s41144,1,1012,no warning,control,2A,17,13.79
s41144,1,1012,no warning,truncated,2A,18,14.92
s41144,1,1012,no warning,control,2A,19,10.488
s41144,1,1012,no warning,truncated,2A,20,15.254
s41144,1,1012,no warning,control,2A,21,14.542
s41144,1,1012,no warning,truncated,2A,22,19.717
s41144,1,1012,no warning,control,2A,23,13.511
s41144,1,1012,no warning,truncated,2A,24,60.389
s41144,1,1012,no warning,control,2A,25,13.683
s41144,1,1012,no warning,truncated,2A,26,13.784
s41144,1,1012,no warning,control,2A,27,16.892
s41144,1,1012,no warning,truncated,2A,28,9.816
s41144,1,1012,no warning,control,2A,29,17.381
s41144,1,1012,no warning,truncated,2A,30,19.846
s41144,1,1012,no warning,control,2A,31,20.691
s41144,1,1012,no warning,truncated,2A,32,18.227
s41144,1,1012,no warning,control,2A,33,14.715
s41144,1,1012,no warning,truncated,2A,34,15.971
s41144,1,1012,no warning,control,2A,35,16.963
s41144,1,1012,no warning,truncated,2A,36,18.58
s41144,1,1012,no warning,control,2A,37,15.274
s41144,1,1012,no warning,truncated,2A,38,25.828
s41144,1,1012,no warning,control,2A,39,18.317
s41144,1,1012,no warning,truncated,2A,40,11.364
s41144,2,1941,no warning,truncated,1B,1,18.208
s41144,2,1941,no warning,control,1B,2,25.646
s41144,2,1941,no warning,truncated,1B,3,23.976
s41144,2,1941,no warning,control,1B,4,23.316
s41144,2,1941,no warning,truncated,1B,5,19.106
s41144,2,1941,no warning,control,1B,6,11.731
s41144,2,1941,no warning,truncated,1B,7,11.356
s41144,2,1941,no warning,control,1B,8,17.056
s41144,2,1941,no warning,truncated,1B,9,18.672
s41144,2,1941,no warning,control,1B,10,27.651
s41144,2,1941,no warning,truncated,1B,11,12.896
s41144,2,1941,no warning,control,1B,12,26.2
s41144,2,1941,no warning,truncated,1B,13,885.18
s41144,2,1941,no warning,control,1B,14,12.972
s41144,2,1941,no warning,truncated,1B,15,23.258
s41144,2,1941,no warning,control,1B,16,13.702
s41144,2,1941,no warning,truncated,1B,17,13.607
s41144,2,1941,no warning,control,1B,18,16.204
s41144,2,1941,no warning,truncated,1B,19,28.158
s41144,2,1941,no warning,control,1B,20,18.642
s41144,2,1941,no warning,truncated,1B,21,26.514
s41144,2,1941,no warning,control,1B,22,73.144
s41144,2,1941,no warning,truncated,1B,23,9.927
s41144,2,1941,no warning,control,1B,24,84.105
s41144,2,1941,no warning,truncated,1B,25,20.773
s41144,2,1941,no warning,control,1B,26,16.468
s41144,2,1941,no warning,truncated,1B,27,21.844
s41144,2,1941,no warning,control,1B,28,11.18
s41144,2,1941,no warning,truncated,1B,29,28.461
s41144,2,1941,no warning,control,1B,30,13.69
s41144,2,1941,no warning,truncated,1B,31,16.564
s41144,2,1941,no warning,control,1B,32,13.182
s41144,2,1941,no warning,truncated,1B,33,22.042
s41144,2,1941,no warning,control,1B,34,15.473
s41144,2,1941,no warning,truncated,1B,35,10.409
s41144,2,1941,no warning,control,1B,36,10.936
s41144,2,1941,no warning,truncated,1B,37,24.621
s41144,2,1941,no warning,control,1B,38,65.728
s41144,2,1941,no warning,truncated,1B,39,13.923
s41144,2,1941,no warning,control,1B,40,22.888
s41145,1,507,no warning,truncated,1B,1,12.033
s41145,1,507,no warning,control,1B,2,8.836
s41145,1,507,no warning,truncated,1B,3,8.244
s41145,1,507,no warning,control,1B,4,7.7
s41145,1,507,no warning,truncated,1B,5,11.049
s41145,1,507,no warning,control,1B,6,8.542
s41145,1,507,no warning,truncated,1B,7,9.895
s41145,1,507,no warning,control,1B,8,6.763
s41145,1,507,no warning,truncated,1B,9,8.867
s41145,1,507,no warning,control,1B,10,11.06
s41145,1,507,no warning,truncated,1B,11,8.597
s41145,1,507,no warning,control,1B,12,11.6
s41145,1,507,no warning,truncated,1B,13,4.243
s41145,1,507,no warning,control,1B,14,12.445
s41145,1,507,no warning,truncated,1B,15,8.885
s41145,1,507,no warning,control,1B,16,7.701
s41145,1,507,no warning,truncated,1B,17,8.501
s41145,1,507,no warning,control,1B,18,10.497
s41145,1,507,no warning,truncated,1B,19,10.055
s41145,1,507,no warning,control,1B,20,9.717
s41145,1,507,no warning,truncated,1B,21,20.295
s41145,1,507,no warning,control,1B,22,6.576
s41145,1,507,no warning,truncated,1B,23,7.772
s41145,1,507,no warning,control,1B,24,10.579
s41145,1,507,no warning,truncated,1B,25,11.701
s41145,1,507,no warning,control,1B,26,8.216
s41145,1,507,no warning,truncated,1B,27,8.386
s41145,1,507,no warning,control,1B,28,11
s41145,1,507,no warning,truncated,1B,29,8.029
s41145,1,507,no warning,control,1B,30,7.644
s41145,1,507,no warning,truncated,1B,31,4.48
s41145,1,507,no warning,control,1B,32,7.433
s41145,1,507,no warning,truncated,1B,33,7.274
s41145,1,507,no warning,control,1B,34,14.136
s41145,1,507,no warning,truncated,1B,35,5.276
s41145,1,507,no warning,control,1B,36,12.449
s41145,1,507,no warning,truncated,1B,37,8.777
s41145,1,507,no warning,control,1B,38,10.379
s41145,1,507,no warning,truncated,1B,39,9.842
s41145,1,507,no warning,control,1B,40,12.4
s41145,2,532,no warning,truncated,2B,1,9.776
s41145,2,532,no warning,control,2B,2,7.148
s41145,2,532,no warning,truncated,2B,3,8.637
s41145,2,532,no warning,control,2B,4,9.509
s41145,2,532,no warning,truncated,2B,5,13.823
s41145,2,532,no warning,control,2B,6,8.363
s41145,2,532,no warning,truncated,2B,7,9.067
s41145,2,532,no warning,control,2B,8,8.855
s41145,2,532,no warning,truncated,2B,9,11.878
s41145,2,532,no warning,control,2B,10,13.454
s41145,2,532,no warning,truncated,2B,11,9.677
s41145,2,532,no warning,control,2B,12,8.629
s41145,2,532,no warning,truncated,2B,13,12.243
s41145,2,532,no warning,control,2B,14,7.77
s41145,2,532,no warning,truncated,2B,15,8.889
s41145,2,532,no warning,control,2B,16,9.468
s41145,2,532,no warning,truncated,2B,17,9.238
s41145,2,532,no warning,control,2B,18,11.168
s41145,2,532,no warning,truncated,2B,19,8.708
s41145,2,532,no warning,control,2B,20,8.871
s41145,2,532,no warning,truncated,2B,21,10.059
s41145,2,532,no warning,control,2B,22,7.92
s41145,2,532,no warning,truncated,2B,23,9.482
s41145,2,532,no warning,control,2B,24,11.721
s41145,2,532,no warning,truncated,2B,25,11.739
s41145,2,532,no warning,control,2B,26,9.465
s41145,2,532,no warning,truncated,2B,27,7.234
s41145,2,532,no warning,control,2B,28,7.1
s41145,2,532,no warning,truncated,2B,29,9.541
s41145,2,532,no warning,control,2B,30,11.768
s41145,2,532,no warning,truncated,2B,31,10.079
s41145,2,532,no warning,control,2B,32,11.606
s41145,2,532,no warning,truncated,2B,33,9.251
s41145,2,532,no warning,control,2B,34,5.837
s41145,2,532,no warning,truncated,2B,35,9.89
s41145,2,532,no warning,control,2B,36,8.617
s41145,2,532,no warning,truncated,2B,37,13.237
s41145,2,532,no warning,control,2B,38,7.283
s41145,2,532,no warning,truncated,2B,39,16.181
s41145,2,532,no warning,control,2B,40,8.812
s41146,1,1407,warning,truncated,1B,1,10.975
s41146,1,1407,warning,control,1B,2,22.789
s41146,1,1407,warning,truncated,1B,3,39.148
s41146,1,1407,warning,control,1B,4,28.581
s41146,1,1407,warning,truncated,1B,5,12.675
s41146,1,1407,warning,control,1B,6,54.568
s41146,1,1407,warning,truncated,1B,7,22.767
s41146,1,1407,warning,control,1B,8,13.315
s41146,1,1407,warning,truncated,1B,9,21.309
s41146,1,1407,warning,control,1B,10,28.715
s41146,1,1407,warning,truncated,1B,11,22.239
s41146,1,1407,warning,control,1B,12,31.441
s41146,1,1407,warning,truncated,1B,13,27.758
s41146,1,1407,warning,control,1B,14,25.742
s41146,1,1407,warning,truncated,1B,15,57.799
s41146,1,1407,warning,control,1B,16,15.65
s41146,1,1407,warning,truncated,1B,17,12.661
s41146,1,1407,warning,control,1B,18,20.73
s41146,1,1407,warning,truncated,1B,19,39.063
s41146,1,1407,warning,control,1B,20,21.856
s41146,1,1407,warning,truncated,1B,21,18.869
s41146,1,1407,warning,control,1B,22,18.037
s41146,1,1407,warning,truncated,1B,23,14.055
s41146,1,1407,warning,control,1B,24,29.028
s41146,1,1407,warning,truncated,1B,25,31.894
s41146,1,1407,warning,control,1B,26,24.43
s41146,1,1407,warning,truncated,1B,27,15.003
s41146,1,1407,warning,control,1B,28,15.141
s41146,1,1407,warning,truncated,1B,29,20.291
s41146,1,1407,warning,control,1B,30,70.666
s41146,1,1407,warning,truncated,1B,31,24.447
s41146,1,1407,warning,control,1B,32,25.379
s41146,1,1407,warning,truncated,1B,33,38.524
s41146,1,1407,warning,control,1B,34,16.57
s41146,1,1407,warning,truncated,1B,35,19.258
s41146,1,1407,warning,control,1B,36,25.967
s41146,1,1407,warning,truncated,1B,37,18.862
s41146,1,1407,warning,control,1B,38,29.507
s41146,1,1407,warning,truncated,1B,39,50.174
s41146,1,1407,warning,control,1B,40,26.249
s41146,2,1532,warning,control,2A,1,24.848
s41146,2,1532,warning,truncated,2A,2,21.35
s41146,2,1532,warning,control,2A,3,34.756
s41146,2,1532,warning,truncated,2A,4,28.01
s41146,2,1532,warning,control,2A,5,19.056
s41146,2,1532,warning,truncated,2A,6,17.073
s41146,2,1532,warning,control,2A,7,25.446
s41146,2,1532,warning,truncated,2A,8,28.536
s41146,2,1532,warning,control,2A,9,39.946
s41146,2,1532,warning,truncated,2A,10,23.992
s41146,2,1532,warning,control,2A,11,20.3
s41146,2,1532,warning,truncated,2A,12,22.715
s41146,2,1532,warning,control,2A,13,53.48
s41146,2,1532,warning,truncated,2A,14,19.951
s41146,2,1532,warning,control,2A,15,23.379
s41146,2,1532,warning,truncated,2A,16,15.787
s41146,2,1532,warning,control,2A,17,41.528
s41146,2,1532,warning,truncated,2A,18,33.308
s41146,2,1532,warning,control,2A,19,36.743
s41146,2,1532,warning,truncated,2A,20,24.973
s41146,2,1532,warning,control,2A,21,40.373
s41146,2,1532,warning,truncated,2A,22,46.575
s41146,2,1532,warning,control,2A,23,17.865
s41146,2,1532,warning,truncated,2A,24,42.841
s41146,2,1532,warning,control,2A,25,16.401
s41146,2,1532,warning,truncated,2A,26,36.483
s41146,2,1532,warning,control,2A,27,12.559
s41146,2,1532,warning,truncated,2A,28,19.145
s41146,2,1532,warning,control,2A,29,36.28
s41146,2,1532,warning,truncated,2A,30,20.47
s41146,2,1532,warning,control,2A,31,30.254
s41146,2,1532,warning,truncated,2A,32,32.804
s41146,2,1532,warning,control,2A,33,16.102
s41146,2,1532,warning,truncated,2A,34,11.754
s41146,2,1532,warning,control,2A,35,26.703
s41146,2,1532,warning,truncated,2A,36,23.302
s41146,2,1532,warning,control,2A,37,60.092
s41146,2,1532,warning,truncated,2A,38,27.418
s41146,2,1532,warning,control,2A,39,13.578
s41146,2,1532,warning,truncated,2A,40,44.986
s41147,1,1633,no warning,control,2A,1,16.206
s41147,1,1633,no warning,truncated,2A,2,9.436
s41147,1,1633,no warning,control,2A,3,19.739
s41147,1,1633,no warning,truncated,2A,4,8.629
s41147,1,1633,no warning,control,2A,5,45.623
s41147,1,1633,no warning,truncated,2A,6,24.311
s41147,1,1633,no warning,control,2A,7,16.875
s41147,1,1633,no warning,truncated,2A,8,14.057
s41147,1,1633,no warning,control,2A,9,10.699
s41147,1,1633,no warning,truncated,2A,10,19.287
s41147,1,1633,no warning,control,2A,11,13.876
s41147,1,1633,no warning,truncated,2A,12,12.502
s41147,1,1633,no warning,control,2A,13,16.084
s41147,1,1633,no warning,truncated,2A,14,16.113
s41147,1,1633,no warning,control,2A,15,13.864
s41147,1,1633,no warning,truncated,2A,16,13.209
s41147,1,1633,no warning,control,2A,17,18.208
s41147,1,1633,no warning,truncated,2A,18,19.084
s41147,1,1633,no warning,control,2A,19,22.336
s41147,1,1633,no warning,truncated,2A,20,11.596
s41147,1,1633,no warning,control,2A,21,16.417
s41147,1,1633,no warning,truncated,2A,22,26.319
s41147,1,1633,no warning,control,2A,23,21.348
s41147,1,1633,no warning,truncated,2A,24,19.756
s41147,1,1633,no warning,control,2A,25,36.575
s41147,1,1633,no warning,truncated,2A,26,15.721
s41147,1,1633,no warning,control,2A,27,9.868
s41147,1,1633,no warning,truncated,2A,28,10.339
s41147,1,1633,no warning,control,2A,29,14.998
s41147,1,1633,no warning,truncated,2A,30,15.978
s41147,1,1633,no warning,control,2A,31,45.894
s41147,1,1633,no warning,truncated,2A,32,12.75
s41147,1,1633,no warning,control,2A,33,11.96
s41147,1,1633,no warning,truncated,2A,34,15.226
s41147,1,1633,no warning,control,2A,35,19.284
s41147,1,1633,no warning,truncated,2A,36,51.51
s41147,1,1633,no warning,control,2A,37,12.763
s41147,1,1633,no warning,truncated,2A,38,13.17
s41147,1,1633,no warning,control,2A,39,18.52
s41147,1,1633,no warning,truncated,2A,40,10.75
s41147,2,1133,no warning,truncated,1B,1,16.228
