participantid,subject_condition,graph_condition,group,session,question,rating,check,order
s41080,no warning,control,1B,2,26,4,NA,39
s41080,no warning,truncated,1B,2,27,2,NA,4
s41080,no warning,control,1B,2,28,4,NA,10
s41080,no warning,truncated,1B,2,29,7,NA,18
s41080,no warning,control,1B,2,30,2,NA,8
s41080,no warning,truncated,1B,2,31,2,NA,33
s41080,no warning,control,1B,2,32,4,NA,17
s41080,no warning,truncated,1B,2,33,5,NA,27
s41080,no warning,control,1B,2,34,2,NA,32
s41080,no warning,truncated,1B,2,35,2,NA,25
s41080,no warning,control,1B,2,36,2,NA,20
s41080,no warning,truncated,1B,2,37,5,NA,31
s41080,no warning,control,1B,2,38,5,NA,3
s41080,no warning,truncated,1B,2,39,2,NA,34
s41080,no warning,control,1B,2,40,4,NA,28
s41081,no warning,control,2A,1,1,4,NA,36
s41081,no warning,truncated,2A,1,2,7,NA,22
s41081,no warning,control,2A,1,3,3,NA,38
s41081,no warning,truncated,2A,1,4,7,NA,15
s41081,no warning,control,2A,1,5,4,NA,16
s41081,no warning,truncated,2A,1,6,4,NA,23
s41081,no warning,control,2A,1,7,4,NA,39
s41081,no warning,truncated,2A,1,8,4,NA,31
s41081,no warning,control,2A,1,9,2,NA,4
s41081,no warning,truncated,2A,1,10,5,NA,5
s41081,no warning,control,2A,1,11,4,NA,14
s41081,no warning,truncated,2A,1,12,4,NA,3
s41081,no warning,control,2A,1,13,6,NA,12
s41081,no warning,truncated,2A,1,14,7,NA,1
s41081,no warning,control,2A,1,15,3,NA,13
s41081,no warning,truncated,2A,1,16,2,NA,30
s41081,no warning,control,2A,1,17,2,NA,7
s41081,no warning,truncated,2A,1,18,6,NA,35
s41081,no warning,control,2A,1,19,3,NA,40
s41081,no warning,truncated,2A,1,20,5,NA,18
s41081,no warning,control,2A,1,21,2,NA,10
s41081,no warning,truncated,2A,1,22,7,NA,17
s41081,no warning,control,2A,1,23,2,NA,26
s41081,no warning,truncated,2A,1,24,4,NA,29
s41081,no warning,control,2A,1,25,6,NA,24
s41081,no warning,truncated,2A,1,26,7,NA,19
s41081,no warning,control,2A,1,27,6,NA,20
s41081,no warning,truncated,2A,1,28,3,NA,11
s41081,no warning,control,2A,1,29,5,NA,37
s41081,no warning,truncated,2A,1,30,3,NA,32
s41081,no warning,control,2A,1,31,3,NA,21
s41081,no warning,truncated,2A,1,32,2,NA,33
s41081,no warning,control,2A,1,33,6,NA,27
s41081,no warning,truncated,2A,1,34,7,NA,8
s41081,no warning,control,2A,1,35,5,NA,2
s41081,no warning,truncated,2A,1,36,5,NA,6
s41081,no warning,control,2A,1,37,4,NA,28
s41081,no warning,truncated,2A,1,38,4,NA,34
s41081,no warning,control,2A,1,39,1,NA,9
s41081,no warning,truncated,2A,1,40,7,NA,25
s41081,no warning,truncated,1B,2,1,3,NA,27
s41081,no warning,control,1B,2,2,4,NA,7
s41081,no warning,truncated,1B,2,3,4,NA,40
s41081,no warning,control,1B,2,4,4,NA,31
s41081,no warning,truncated,1B,2,5,4,NA,37
s41081,no warning,control,1B,2,6,2,NA,11
s41081,no warning,truncated,1B,2,7,4,NA,5
s41081,no warning,control,1B,2,8,3,NA,20
s41081,no warning,truncated,1B,2,9,6,NA,17
s41081,no warning,control,1B,2,10,2,NA,2
s41081,no warning,truncated,1B,2,11,3,NA,8
s41081,no warning,control,1B,2,12,3,NA,1
s41081,no warning,truncated,1B,2,13,6,NA,36
s41081,no warning,control,1B,2,14,6,NA,26
s41081,no warning,truncated,1B,2,15,7,NA,29
s41081,no warning,control,1B,2,16,2,NA,39
s41081,no warning,truncated,1B,2,17,3,NA,14
s41081,no warning,control,1B,2,18,2,NA,25
s41081,no warning,truncated,1B,2,19,4,NA,30
s41081,no warning,control,1B,2,20,3,NA,10
s41081,no warning,truncated,1B,2,21,2,NA,33
s41081,no warning,control,1B,2,22,2,NA,21
s41081,no warning,truncated,1B,2,23,5,NA,4
s41081,no warning,control,1B,2,24,3,NA,13
s41081,no warning,truncated,1B,2,25,4,NA,18
s41081,no warning,control,1B,2,26,2,NA,35
s41081,no warning,truncated,1B,2,27,3,NA,32
s41081,no warning,control,1B,2,28,4,NA,15
s41081,no warning,truncated,1B,2,29,6,NA,22
s41081,no warning,control,1B,2,30,3,NA,24
s41081,no warning,truncated,1B,2,31,4,NA,3
s41081,no warning,control,1B,2,32,7,NA,28
s41081,no warning,truncated,1B,2,33,4,NA,12
s41081,no warning,control,1B,2,34,3,NA,34
s41081,no warning,truncated,1B,2,35,5,NA,23
s41081,no warning,control,1B,2,36,2,NA,16
s41081,no warning,truncated,1B,2,37,3,NA,9
s41081,no warning,control,1B,2,38,4,NA,19
s41081,no warning,truncated,1B,2,39,2,NA,6
s41081,no warning,control,1B,2,40,3,NA,38
s41082,warning,truncated,1B,1,1,3,right,7
s41082,warning,control,1B,1,2,3,right,32
s41082,warning,truncated,1B,1,3,2,right,1
s41082,warning,control,1B,1,4,4,right,12
s41082,warning,truncated,1B,1,5,5,right,14
s41082,warning,control,1B,1,6,3,right,10
s41082,warning,truncated,1B,1,7,2,right,9
s41082,warning,control,1B,1,8,2,right,13
s41082,warning,truncated,1B,1,9,3,right,24
s41082,warning,control,1B,1,10,2,right,21
s41082,warning,truncated,1B,1,11,3,right,16
s41082,warning,control,1B,1,12,4,right,2
s41082,warning,truncated,1B,1,13,3,right,27
s41082,warning,control,1B,1,14,6,right,40
s41082,warning,truncated,1B,1,15,7,right,26
s41082,warning,control,1B,1,16,2,right,25
s41082,warning,truncated,1B,1,17,2,right,36
s41082,warning,control,1B,1,18,2,right,39
s41082,warning,truncated,1B,1,19,4,right,28
s41082,warning,control,1B,1,20,2,right,18
s41082,warning,truncated,1B,1,21,2,right,4
s41082,warning,control,1B,1,22,2,right,37
s41082,warning,truncated,1B,1,23,6,right,20
s41082,warning,control,1B,1,24,2,right,5
s41082,warning,truncated,1B,1,25,3,right,30
s41082,warning,control,1B,1,26,3,right,31
s41082,warning,truncated,1B,1,27,2,right,38
s41082,warning,control,1B,1,28,2,right,22
s41082,warning,truncated,1B,1,29,6,right,3
s41082,warning,control,1B,1,30,2,right,33
s41082,warning,truncated,1B,1,31,4,right,35
s41082,warning,control,1B,1,32,6,right,8
s41082,warning,truncated,1B,1,33,4,right,34
s41082,warning,control,1B,1,34,2,right,6
s41082,warning,truncated,1B,1,35,2,right,17
s41082,warning,control,1B,1,36,1,right,23
s41082,warning,truncated,1B,1,37,2,right,19
s41082,warning,control,1B,1,38,3,right,29
s41082,warning,truncated,1B,1,39,2,right,11
s41082,warning,control,1B,1,40,2,right,15
s41082,warning,control,2A,2,1,3,right,15
s41082,warning,truncated,2A,2,2,3,right,8
s41082,warning,control,2A,2,3,2,right,23
s41082,warning,truncated,2A,2,4,6,right,5
s41082,warning,control,2A,2,5,3,right,32
s41082,warning,truncated,2A,2,6,3,right,29
s41082,warning,control,2A,2,7,3,right,30
s41082,warning,truncated,2A,2,8,3,right,19
s41082,warning,control,2A,2,9,2,right,26
s41082,warning,truncated,2A,2,10,6,right,14
s41082,warning,control,2A,2,11,4,right,39
s41082,warning,truncated,2A,2,12,2,right,24
s41082,warning,control,2A,2,13,3,right,7
s41082,warning,truncated,2A,2,14,4,right,21
s41082,warning,control,2A,2,15,2,right,10
s41082,warning,truncated,2A,2,16,2,right,22
s41082,warning,control,2A,2,17,2,right,38
s41082,warning,truncated,2A,2,18,4,right,35
s41082,warning,control,2A,2,19,2,right,3
s41082,warning,truncated,2A,2,20,3,right,34
s41082,warning,control,2A,2,21,2,right,13
s41082,warning,truncated,2A,2,22,3,right,20
s41082,warning,control,2A,2,23,1,right,37
s41082,warning,truncated,2A,2,24,3,right,2
s41082,warning,control,2A,2,25,3,right,18
s41082,warning,truncated,2A,2,26,6,right,1
s41082,warning,control,2A,2,27,1,right,36
s41082,warning,truncated,2A,2,28,2,right,28
s41082,warning,control,2A,2,29,4,right,40
s41082,warning,truncated,2A,2,30,3,right,6
s41082,warning,control,2A,2,31,2,right,31
s41082,warning,truncated,2A,2,32,2,right,9
s41082,warning,control,2A,2,33,4,right,17
s41082,warning,truncated,2A,2,34,2,right,25
s41082,warning,control,2A,2,35,3,right,12
s41082,warning,truncated,2A,2,36,3,right,4
s41082,warning,control,2A,2,37,2,right,33
s41082,warning,truncated,2A,2,38,3,right,16
s41082,warning,control,2A,2,39,2,right,11
s41082,warning,truncated,2A,2,40,5,right,27
s41083,warning,truncated,1B,1,1,5,wrong,22
s41083,warning,control,1B,1,2,7,wrong,27
s41083,warning,truncated,1B,1,3,5,wrong,36
s41083,warning,control,1B,1,4,7,wrong,25
s41083,warning,truncated,1B,1,5,7,wrong,4
s41083,warning,control,1B,1,6,5,wrong,17
s41083,warning,truncated,1B,1,7,4,wrong,32
s41083,warning,control,1B,1,8,7,wrong,23
s41083,warning,truncated,1B,1,9,7,wrong,19
s41083,warning,control,1B,1,10,4,wrong,35
s41083,warning,truncated,1B,1,11,7,wrong,9
s41083,warning,control,1B,1,12,7,wrong,21
s41083,warning,truncated,1B,1,13,5,wrong,3
s41083,warning,control,1B,1,14,5,wrong,37
s41083,warning,truncated,1B,1,15,5,wrong,5
s41083,warning,control,1B,1,16,7,wrong,38
s41083,warning,truncated,1B,1,17,5,wrong,34
s41083,warning,control,1B,1,18,5,wrong,11
s41083,warning,truncated,1B,1,19,7,wrong,13
s41083,warning,control,1B,1,20,6,wrong,28
s41083,warning,truncated,1B,1,21,7,wrong,33
s41083,warning,control,1B,1,22,7,wrong,16
s41083,warning,truncated,1B,1,23,6,wrong,39
s41083,warning,control,1B,1,24,7,wrong,20
s41083,warning,truncated,1B,1,25,7,wrong,6
s41083,warning,control,1B,1,26,5,wrong,18
s41083,warning,truncated,1B,1,27,7,wrong,2
s41083,warning,control,1B,1,28,5,wrong,30
s41083,warning,truncated,1B,1,29,4,wrong,29
s41083,warning,control,1B,1,30,6,wrong,26
s41083,warning,truncated,1B,1,31,5,wrong,24
s41083,warning,control,1B,1,32,6,wrong,1
s41083,warning,truncated,1B,1,33,6,wrong,8
s41083,warning,control,1B,1,34,7,wrong,14
s41083,warning,truncated,1B,1,35,7,wrong,10
s41083,warning,control,1B,1,36,4,wrong,12
s41083,warning,truncated,1B,1,37,7,wrong,40
s41083,warning,control,1B,1,38,5,wrong,7
s41083,warning,truncated,1B,1,39,6,wrong,15
s41083,warning,control,1B,1,40,7,wrong,31
s41083,warning,truncated,2B,2,1,7,wrong,35
s41083,warning,control,2B,2,2,5,wrong,37
s41083,warning,truncated,2B,2,3,5,wrong,40
s41083,warning,control,2B,2,4,7,wrong,12
s41083,warning,truncated,2B,2,5,6,wrong,8
s41083,warning,control,2B,2,6,7,wrong,5
s41083,warning,truncated,2B,2,7,7,wrong,38
s41083,warning,control,2B,2,8,7,wrong,29
s41083,warning,truncated,2B,2,9,5,wrong,4
s41083,warning,control,2B,2,10,6,wrong,23
s41083,warning,truncated,2B,2,11,7,wrong,7
s41083,warning,control,2B,2,12,4,wrong,33
s41083,warning,truncated,2B,2,13,7,wrong,24
s41083,warning,control,2B,2,14,4,wrong,10
s41083,warning,truncated,2B,2,15,7,wrong,30
s41083,warning,control,2B,2,16,7,wrong,14
s41083,warning,truncated,2B,2,17,5,wrong,39
s41083,warning,control,2B,2,18,6,wrong,15
s41083,warning,truncated,2B,2,19,5,wrong,17
s41083,warning,control,2B,2,20,7,wrong,27
s41083,warning,truncated,2B,2,21,6,wrong,28
s41083,warning,control,2B,2,22,7,wrong,2
s41083,warning,truncated,2B,2,23,4,wrong,6
s41083,warning,control,2B,2,24,6,wrong,34
s41083,warning,truncated,2B,2,25,7,wrong,9
s41083,warning,control,2B,2,26,5,wrong,19
s41083,warning,truncated,2B,2,27,7,wrong,18
s41083,warning,control,2B,2,28,5,wrong,36
s41083,warning,truncated,2B,2,29,5,wrong,22
s41083,warning,control,2B,2,30,4,wrong,11
s41083,warning,truncated,2B,2,31,4,wrong,26
s41083,warning,control,2B,2,32,3,wrong,16
s41083,warning,truncated,2B,2,33,7,wrong,20
s41083,warning,control,2B,2,34,5,wrong,13
s41083,warning,truncated,2B,2,35,6,wrong,1
s41083,warning,control,2B,2,36,7,wrong,3
s41083,warning,truncated,2B,2,37,5,wrong,25
s41083,warning,control,2B,2,38,5,wrong,31
s41083,warning,truncated,2B,2,39,7,wrong,21
s41083,warning,control,2B,2,40,7,wrong,32
s41084,no warning,control,2A,1,1,4,NA,19
s41084,no warning,truncated,2A,1,2,7,NA,16
s41084,no warning,control,2A,1,3,5,NA,39
s41084,no warning,truncated,2A,1,4,7,NA,34
s41084,no warning,control,2A,1,5,5,NA,35
s41084,no warning,truncated,2A,1,6,6,NA,18
s41084,no warning,control,2A,1,7,4,NA,24
s41084,no warning,truncated,2A,1,8,6,NA,32
s41084,no warning,control,2A,1,9,3,NA,25
s41084,no warning,truncated,2A,1,10,5,NA,40
s41084,no warning,control,2A,1,11,5,NA,9
s41084,no warning,truncated,2A,1,12,4,NA,4
s41084,no warning,control,2A,1,13,5,NA,23
s41084,no warning,truncated,2A,1,14,7,NA,6
s41084,no warning,control,2A,1,15,3,NA,26
s41084,no warning,truncated,2A,1,16,4,NA,1
s41084,no warning,control,2A,1,17,4,NA,17
s41084,no warning,truncated,2A,1,18,6,NA,33
s41084,no warning,control,2A,1,19,4,NA,37
s41084,no warning,truncated,2A,1,20,7,NA,3
s41084,no warning,control,2A,1,21,4,NA,21
s41084,no warning,truncated,2A,1,22,7,NA,27
s41084,no warning,control,2A,1,23,1,NA,31
s41084,no warning,truncated,2A,1,24,4,NA,29
s41084,no warning,control,2A,1,25,5,NA,11
s41084,no warning,truncated,2A,1,26,7,NA,12
s41084,no warning,control,2A,1,27,1,NA,22
s41084,no warning,truncated,2A,1,28,5,NA,10
s41084,no warning,control,2A,1,29,5,NA,38
s41084,no warning,truncated,2A,1,30,6,NA,15
s41084,no warning,control,2A,1,31,4,NA,28
s41084,no warning,truncated,2A,1,32,4,NA,7
s41084,no warning,control,2A,1,33,3,NA,2
s41084,no warning,truncated,2A,1,34,5,NA,13
s41084,no warning,control,2A,1,35,4,NA,14
s41084,no warning,truncated,2A,1,36,5,NA,5
s41084,no warning,control,2A,1,37,3,NA,30
s41084,no warning,truncated,2A,1,38,5,NA,8
s41084,no warning,control,2A,1,39,1,NA,36
s41084,no warning,truncated,2A,1,40,7,NA,20
s41084,no warning,control,1A,2,1,4,NA,12
s41084,no warning,truncated,1A,2,2,5,NA,23
s41084,no warning,control,1A,2,3,3,NA,15
s41084,no warning,truncated,1A,2,4,7,NA,13
s41084,no warning,control,1A,2,5,5,NA,8
s41084,no warning,truncated,1A,2,6,2,NA,2
s41084,no warning,control,1A,2,7,5,NA,20
s41084,no warning,truncated,1A,2,8,4,NA,40
s41084,no warning,control,1A,2,9,4,NA,21
s41084,no warning,truncated,1A,2,10,4,NA,7
s41084,no warning,control,1A,2,11,3,NA,39
s41084,no warning,truncated,1A,2,12,6,NA,16
s41084,no warning,control,1A,2,13,6,NA,4
s41084,no warning,truncated,1A,2,14,7,NA,28
s41084,no warning,control,1A,2,15,5,NA,27
s41084,no warning,truncated,1A,2,16,7,NA,18
s41084,no warning,control,1A,2,17,3,NA,29
s41084,no warning,truncated,1A,2,18,4,NA,6
s41084,no warning,control,1A,2,19,4,NA,24
s41084,no warning,truncated,1A,2,20,6,NA,22
s41084,no warning,control,1A,2,21,2,NA,30
s41084,no warning,truncated,1A,2,22,4,NA,3
s41084,no warning,control,1A,2,23,6,NA,34
s41084,no warning,truncated,1A,2,24,4,NA,38
s41084,no warning,control,1A,2,25,5,NA,17
s41084,no warning,truncated,1A,2,26,6,NA,31
s41084,no warning,control,1A,2,27,4,NA,1
s41084,no warning,truncated,1A,2,28,6,NA,32
s41084,no warning,control,1A,2,29,6,NA,19
s41084,no warning,truncated,1A,2,30,4,NA,14
s41084,no warning,control,1A,2,31,4,NA,37
s41084,no warning,truncated,1A,2,32,7,NA,35
s41084,no warning,control,1A,2,33,4,NA,10
s41084,no warning,truncated,1A,2,34,5,NA,26
s41084,no warning,control,1A,2,35,4,NA,33
s41084,no warning,truncated,1A,2,36,4,NA,36
s41084,no warning,control,1A,2,37,4,NA,5
s41084,no warning,truncated,1A,2,38,7,NA,25
s41084,no warning,control,1A,2,39,1,NA,9
s41084,no warning,truncated,1A,2,40,5,NA,11
s41085,no warning,truncated,1B,1,1,6,NA,7
s41085,no warning,control,1B,1,2,6,NA,27
s41085,no warning,truncated,1B,1,3,7,NA,40
s41085,no warning,control,1B,1,4,7,NA,38
s41085,no warning,truncated,1B,1,5,5,NA,1
s41085,no warning,control,1B,1,6,7,NA,22
s41085,no warning,truncated,1B,1,7,6,NA,28
s41085,no warning,control,1B,1,8,7,NA,6
s41085,no warning,truncated,1B,1,9,7,NA,39
s41085,no warning,control,1B,1,10,7,NA,24
s41085,no warning,truncated,1B,1,11,7,NA,15
s41085,no warning,control,1B,1,12,7,NA,2
s41085,no warning,truncated,1B,1,13,7,NA,29
s41085,no warning,control,1B,1,14,7,NA,31
s41085,no warning,truncated,1B,1,15,7,NA,17
s41085,no warning,control,1B,1,16,7,NA,34
s41085,no warning,truncated,1B,1,17,6,NA,25
s41085,no warning,control,1B,1,18,6,NA,33
s41085,no warning,truncated,1B,1,19,6,NA,35
s41085,no warning,control,1B,1,20,7,NA,13
s41085,no warning,truncated,1B,1,21,6,NA,18
s41085,no warning,control,1B,1,22,6,NA,9
s41085,no warning,truncated,1B,1,23,6,NA,23
s41085,no warning,control,1B,1,24,7,NA,26
s41085,no warning,truncated,1B,1,25,7,NA,21
s41085,no warning,control,1B,1,26,6,NA,4
s41085,no warning,truncated,1B,1,27,6,NA,12
s41085,no warning,control,1B,1,28,6,NA,5
s41085,no warning,truncated,1B,1,29,7,NA,8
s41085,no warning,control,1B,1,30,7,NA,36
s41085,no warning,truncated,1B,1,31,6,NA,32
s41085,no warning,control,1B,1,32,6,NA,30
s41085,no warning,truncated,1B,1,33,7,NA,19
s41085,no warning,control,1B,1,34,5,NA,10
s41085,no warning,truncated,1B,1,35,6,NA,37
s41085,no warning,control,1B,1,36,7,NA,11
s41085,no warning,truncated,1B,1,37,6,NA,16
s41085,no warning,control,1B,1,38,7,NA,3
s41085,no warning,truncated,1B,1,39,6,NA,14
s41085,no warning,control,1B,1,40,5,NA,20
s41085,no warning,control,2A,2,1,6,NA,34
s41085,no warning,truncated,2A,2,2,6,NA,32
s41085,no warning,control,2A,2,3,6,NA,23
s41085,no warning,truncated,2A,2,4,7,NA,31
s41085,no warning,control,2A,2,5,7,NA,8
s41085,no warning,truncated,2A,2,6,6,NA,36
s41085,no warning,control,2A,2,7,7,NA,18
s41085,no warning,truncated,2A,2,8,6,NA,13
s41085,no warning,control,2A,2,9,6,NA,7
s41085,no warning,truncated,2A,2,10,7,NA,29
s41085,no warning,control,2A,2,11,7,NA,4
s41085,no warning,truncated,2A,2,12,6,NA,9
s41085,no warning,control,2A,2,13,7,NA,1
s41085,no warning,truncated,2A,2,14,7,NA,10
s41085,no warning,control,2A,2,15,6,NA,40
s41085,no warning,truncated,2A,2,16,6,NA,5
s41085,no warning,control,2A,2,17,6,NA,2
s41085,no warning,truncated,2A,2,18,7,NA,6
s41085,no warning,control,2A,2,19,6,NA,19
s41085,no warning,truncated,2A,2,20,7,NA,14
s41085,no warning,control,2A,2,21,7,NA,39
s41085,no warning,truncated,2A,2,22,7,NA,37
s41085,no warning,control,2A,2,23,7,NA,35
s41085,no warning,truncated,2A,2,24,6,NA,21
s41085,no warning,control,2A,2,25,7,NA,24
s41085,no warning,truncated,2A,2,26,6,NA,17
s41085,no warning,control,2A,2,27,7,NA,33
s41085,no warning,truncated,2A,2,28,7,NA,3
s41085,no warning,control,2A,2,29,6,NA,25
s41085,no warning,truncated,2A,2,30,7,NA,22
s41085,no warning,control,2A,2,31,7,NA,12
s41085,no warning,truncated,2A,2,32,7,NA,16
s41085,no warning,control,2A,2,33,6,NA,15
s41085,no warning,truncated,2A,2,34,7,NA,20
s41085,no warning,control,2A,2,35,6,NA,38
s41085,no warning,truncated,2A,2,36,6,NA,27
s41085,no warning,control,2A,2,37,6,NA,30
s41085,no warning,truncated,2A,2,38,6,NA,11
s41085,no warning,control,2A,2,39,7,NA,28
s41085,no warning,truncated,2A,2,40,7,NA,26
s41086,no warning,truncated,2B,1,1,4,NA,7
s41086,no warning,control,2B,1,2,5,NA,31
s41086,no warning,truncated,2B,1,3,7,NA,33
s41086,no warning,control,2B,1,4,6,NA,20
s41086,no warning,truncated,2B,1,5,7,NA,35
s41086,no warning,control,2B,1,6,4,NA,30
s41086,no warning,truncated,2B,1,7,5,NA,29
s41086,no warning,control,2B,1,8,4,NA,40
s41086,no warning,truncated,2B,1,9,6,NA,2
s41086,no warning,control,2B,1,10,6,NA,23
s41086,no warning,truncated,2B,1,11,6,NA,25
s41086,no warning,control,2B,1,12,3,NA,22
s41086,no warning,truncated,2B,1,13,6,NA,5
s41086,no warning,control,2B,1,14,1,NA,13
s41086,no warning,truncated,2B,1,15,7,NA,4
s41086,no warning,control,2B,1,16,3,NA,36
s41086,no warning,truncated,2B,1,17,4,NA,38
s41086,no warning,control,2B,1,18,6,NA,21
s41086,no warning,truncated,2B,1,19,7,NA,14
s41086,no warning,control,2B,1,20,7,NA,28
s41086,no warning,truncated,2B,1,21,6,NA,39
s41086,no warning,control,2B,1,22,7,NA,16
s41086,no warning,truncated,2B,1,23,7,NA,3
s41086,no warning,control,2B,1,24,3,NA,19
s41086,no warning,truncated,2B,1,25,6,NA,9
s41086,no warning,control,2B,1,26,5,NA,8
s41086,no warning,truncated,2B,1,27,3,NA,12
s41086,no warning,control,2B,1,28,2,NA,18
s41086,no warning,truncated,2B,1,29,7,NA,10
s41086,no warning,control,2B,1,30,4,NA,24
s41086,no warning,truncated,2B,1,31,5,NA,17
s41086,no warning,control,2B,1,32,3,NA,6
s41086,no warning,truncated,2B,1,33,7,NA,15
s41086,no warning,control,2B,1,34,4,NA,26
s41086,no warning,truncated,2B,1,35,6,NA,27
s41086,no warning,control,2B,1,36,3,NA,34
s41086,no warning,truncated,2B,1,37,5,NA,1
s41086,no warning,control,2B,1,38,4,NA,37
s41086,no warning,truncated,2B,1,39,2,NA,11
s41086,no warning,control,2B,1,40,4,NA,32
s41086,no warning,truncated,1B,2,1,7,NA,28
s41086,no warning,control,1B,2,2,5,NA,33
s41086,no warning,truncated,1B,2,3,4,NA,10
s41086,no warning,control,1B,2,4,7,NA,21
s41086,no warning,truncated,1B,2,5,6,NA,4
s41086,no warning,control,1B,2,6,7,NA,23
s41086,no warning,truncated,1B,2,7,7,NA,11
s41086,no warning,control,1B,2,8,5,NA,31
s41086,no warning,truncated,1B,2,9,7,NA,19
s41086,no warning,control,1B,2,10,5,NA,38
s41086,no warning,truncated,1B,2,11,5,NA,36
s41086,no warning,control,1B,2,12,5,NA,30
s41086,no warning,truncated,1B,2,13,7,NA,22
s41086,no warning,control,1B,2,14,7,NA,16
s41086,no warning,truncated,1B,2,15,7,NA,24
s41086,no warning,control,1B,2,16,7,NA,18
s41086,no warning,truncated,1B,2,17,5,NA,5
s41086,no warning,control,1B,2,18,4,NA,9
s41086,no warning,truncated,1B,2,19,5,NA,1
s41086,no warning,control,1B,2,20,5,NA,3
s41086,no warning,truncated,1B,2,21,5,NA,40
s41086,no warning,control,1B,2,22,4,NA,12
s41086,no warning,truncated,1B,2,23,7,NA,15
s41086,no warning,control,1B,2,24,4,NA,29
s41086,no warning,truncated,1B,2,25,7,NA,2
s41086,no warning,control,1B,2,26,7,NA,35
s41086,no warning,truncated,1B,2,27,5,NA,32
s41086,no warning,control,1B,2,28,7,NA,26
s41086,no warning,truncated,1B,2,29,7,NA,14
s41086,no warning,control,1B,2,30,4,NA,39
s41086,no warning,truncated,1B,2,31,7,NA,27
s41086,no warning,control,1B,2,32,7,NA,7
s41086,no warning,truncated,1B,2,33,7,NA,8
s41086,no warning,control,1B,2,34,5,NA,34
s41086,no warning,truncated,1B,2,35,7,NA,37
s41086,no warning,control,1B,2,36,4,NA,17
s41086,no warning,truncated,1B,2,37,5,NA,13
s41086,no warning,control,1B,2,38,7,NA,25
s41086,no warning,truncated,1B,2,39,4,NA,20
s41086,no warning,control,1B,2,40,5,NA,6
s41087,warning,control,1A,1,1,3,right,9
s41087,warning,truncated,1A,1,2,6,right,4
s41087,warning,control,1A,1,3,1,right,13
s41087,warning,truncated,1A,1,4,6,right,20
s41087,warning,control,1A,1,5,5,right,35
s41087,warning,truncated,1A,1,6,6,right,2
s41087,warning,control,1A,1,7,4,right,22
s41087,warning,truncated,1A,1,8,4,right,26
s41087,warning,control,1A,1,9,3,right,39
s41087,warning,truncated,1A,1,10,4,right,1
s41087,warning,control,1A,1,11,3,right,12
s41087,warning,truncated,1A,1,12,6,right,37
s41087,warning,control,1A,1,13,5,right,6
s41087,warning,truncated,1A,1,14,6,right,16
s41087,warning,control,1A,1,15,5,right,27
s41087,warning,truncated,1A,1,16,6,right,31
s41087,warning,control,1A,1,17,2,right,3
s41087,warning,truncated,1A,1,18,3,right,24
s41087,warning,control,1A,1,19,4,right,11
s41087,warning,truncated,1A,1,20,5,right,21
s41087,warning,control,1A,1,21,2,right,32
s41087,warning,truncated,1A,1,22,2,right,18
s41087,warning,control,1A,1,23,5,right,33
s41087,warning,truncated,1A,1,24,2,right,40
s41087,warning,control,1A,1,25,5,right,19
s41087,warning,truncated,1A,1,26,5,right,14
s41087,warning,control,1A,1,27,1,right,15
s41087,warning,truncated,1A,1,28,6,right,23
s41087,warning,control,1A,1,29,6,right,7
s41087,warning,truncated,1A,1,30,3,right,17
s41087,warning,control,1A,1,31,4,right,36
s41087,warning,truncated,1A,1,32,7,right,38
s41087,warning,control,1A,1,33,2,right,30
s41087,warning,truncated,1A,1,34,5,right,5
s41087,warning,control,1A,1,35,3,right,10
s41087,warning,truncated,1A,1,36,3,right,34
s41087,warning,control,1A,1,37,2,right,25
s41087,warning,truncated,1A,1,38,7,right,8
s41087,warning,control,1A,1,39,1,right,28
s41087,warning,truncated,1A,1,40,5,right,29
s41087,warning,control,2A,2,1,4,right,7
s41087,warning,truncated,2A,2,2,7,right,1
s41087,warning,control,2A,2,3,2,right,19
s41087,warning,truncated,2A,2,4,7,right,9
s41087,warning,control,2A,2,5,3,right,30
s41087,warning,truncated,2A,2,6,4,right,33
s41087,warning,control,2A,2,7,3,right,24
s41087,warning,truncated,2A,2,8,4,right,23
s41087,warning,control,2A,2,9,2,right,36
s41087,warning,truncated,2A,2,10,3,right,17
s41087,warning,control,2A,2,11,4,right,5
s41087,warning,truncated,2A,2,12,3,right,38
s41087,warning,control,2A,2,13,4,right,20
s41087,warning,truncated,2A,2,14,6,right,21
s41087,warning,control,2A,2,15,2,right,29
s41087,warning,truncated,2A,2,16,3,right,31
s41087,warning,control,2A,2,17,1,right,14
s41087,warning,truncated,2A,2,18,6,right,11
s41087,warning,control,2A,2,19,3,right,34
s41087,warning,truncated,2A,2,20,6,right,18
s41087,warning,control,2A,2,21,2,right,4
s41087,warning,truncated,2A,2,22,6,right,25
s41087,warning,control,2A,2,23,1,right,35
s41087,warning,truncated,2A,2,24,3,right,10
s41087,warning,control,2A,2,25,4,right,15
s41087,warning,truncated,2A,2,26,6,right,37
s41087,warning,control,2A,2,27,1,right,40
s41087,warning,truncated,2A,2,28,3,right,6
s41087,warning,control,2A,2,29,5,right,2
s41087,warning,truncated,2A,2,30,4,right,32
s41087,warning,control,2A,2,31,2,right,16
s41087,warning,truncated,2A,2,32,2,right,27
s41087,warning,control,2A,2,33,4,right,13
s41087,warning,truncated,2A,2,34,5,right,3
s41087,warning,control,2A,2,35,3,right,26
s41087,warning,truncated,2A,2,36,5,right,8
