participantID,duration,subject_condition,graph_condition,group,question,time
s31008,873,no warning,truncated,B,25,21.678
s31008,873,no warning,control,B,26,7.98
s31008,873,no warning,truncated,B,27,7.541
s31008,873,no warning,control,B,28,7.998
s31008,873,no warning,truncated,B,29,12.981
s31008,873,no warning,control,B,30,10.525
s31008,873,no warning,truncated,B,31,15.566
s31008,873,no warning,control,B,32,5.68
s31008,873,no warning,truncated,B,33,9.608
s31008,873,no warning,control,B,34,9.697
s31008,873,no warning,truncated,B,35,11.272
s31008,873,no warning,control,B,36,9.838
s31008,873,no warning,truncated,B,37,11.449
s31008,873,no warning,control,B,38,16.534
s31008,873,no warning,truncated,B,39,5.106
s31008,873,no warning,control,B,40,5.109
s31009,856,no warning,NA,B,instructions,2.968
s31009,856,no warning,truncated,B,1,1.905
s31009,856,no warning,control,B,2,1.892
s31009,856,no warning,truncated,B,3,4.008
s31009,856,no warning,control,B,4,2.125
s31009,856,no warning,truncated,B,5,2.387
s31009,856,no warning,control,B,6,35.508
s31009,856,no warning,truncated,B,7,4.183
s31009,856,no warning,control,B,8,3.225
s31009,856,no warning,truncated,B,9,1.681
s31009,856,no warning,control,B,10,4.001
s31009,856,no warning,truncated,B,11,88.667
s31009,856,no warning,control,B,12,2.835
s31009,856,no warning,truncated,B,13,3.239
s31009,856,no warning,control,B,14,5.101
s31009,856,no warning,truncated,B,15,1.973
s31009,856,no warning,control,B,16,3.629
s31009,856,no warning,truncated,B,17,2.376
s31009,856,no warning,control,B,18,2.145
s31009,856,no warning,truncated,B,19,3.72
s31009,856,no warning,control,B,20,4.718
s31009,856,no warning,truncated,B,21,2.59
s31009,856,no warning,control,B,22,3.196
s31009,856,no warning,truncated,B,23,1.465
s31009,856,no warning,control,B,24,3.306
s31009,856,no warning,truncated,B,25,4.266
s31009,856,no warning,control,B,26,1.745
s31009,856,no warning,truncated,B,27,4.453
s31009,856,no warning,control,B,28,2.37
s31009,856,no warning,truncated,B,29,1.953
s31009,856,no warning,control,B,30,2.358
s31009,856,no warning,truncated,B,31,1.99
s31009,856,no warning,control,B,32,5.288
s31009,856,no warning,truncated,B,33,3.954
s31009,856,no warning,control,B,34,2.851
s31009,856,no warning,truncated,B,35,2.561
s31009,856,no warning,control,B,36,3.132
s31009,856,no warning,truncated,B,37,7.155
s31009,856,no warning,control,B,38,2.361
s31009,856,no warning,truncated,B,39,2.168
s31009,856,no warning,control,B,40,2.276
s31010,947,warning,NA,A,instructions,14.017
s31010,947,warning,control,A,1,107.636
s31010,947,warning,truncated,A,2,14.34
s31010,947,warning,control,A,3,2.926
s31010,947,warning,truncated,A,4,6.22
s31010,947,warning,control,A,5,9.18
s31010,947,warning,truncated,A,6,35.655
s31010,947,warning,control,A,7,5.458
s31010,947,warning,truncated,A,8,3.62
s31010,947,warning,control,A,9,4.2
s31010,947,warning,truncated,A,10,5.655
s31010,947,warning,control,A,11,5.339
s31010,947,warning,truncated,A,12,5.266
s31010,947,warning,control,A,13,4.361
s31010,947,warning,truncated,A,14,30.744
s31010,947,warning,control,A,15,58.782
s31010,947,warning,truncated,A,16,6.655
s31010,947,warning,control,A,17,5.819
s31010,947,warning,truncated,A,18,6.208
s31010,947,warning,control,A,19,9.136
s31010,947,warning,truncated,A,20,4.782
s31010,947,warning,control,A,21,5.418
s31010,947,warning,truncated,A,22,6.002
s31010,947,warning,control,A,23,12.341
s31010,947,warning,truncated,A,24,4.87
s31010,947,warning,control,A,25,8.633
s31010,947,warning,truncated,A,26,4.388
s31010,947,warning,control,A,27,11.784
s31010,947,warning,truncated,A,28,6.747
s31010,947,warning,control,A,29,7.105
s31010,947,warning,truncated,A,30,3.689
s31010,947,warning,control,A,31,4.617
s31010,947,warning,truncated,A,32,4.381
s31010,947,warning,control,A,33,38.277
s31010,947,warning,truncated,A,34,4.809
s31010,947,warning,control,A,35,8.537
s31010,947,warning,truncated,A,36,8.122
s31010,947,warning,control,A,37,88.674
s31010,947,warning,truncated,A,38,63.128
s31010,947,warning,control,A,39,1.912
s31010,947,warning,truncated,A,40,4.847
s31011,319,warning,NA,A,instructions,27.407
s31011,319,warning,control,A,1,2.299
s31011,319,warning,truncated,A,2,1.998
s31011,319,warning,control,A,3,2.41
s31011,319,warning,truncated,A,4,2.555
s31011,319,warning,control,A,5,4.995
s31011,319,warning,truncated,A,6,1.934
s31011,319,warning,control,A,7,2.53
s31011,319,warning,truncated,A,8,3.628
s31011,319,warning,control,A,9,3.131
s31011,319,warning,truncated,A,10,2.125
s31011,319,warning,control,A,11,2.476
s31011,319,warning,truncated,A,12,2.093
s31011,319,warning,control,A,13,2.393
s31011,319,warning,truncated,A,14,3.218
s31011,319,warning,control,A,15,2.255
s31011,319,warning,truncated,A,16,6.539
s31011,319,warning,control,A,17,2.08
s31011,319,warning,truncated,A,18,2.936
s31011,319,warning,control,A,19,1.336
s31011,319,warning,truncated,A,20,2.547
s31011,319,warning,control,A,21,8.645
s31011,319,warning,truncated,A,22,2.653
s31011,319,warning,control,A,23,5.668
s31011,319,warning,truncated,A,24,5.619
s31011,319,warning,control,A,25,2.384
s31011,319,warning,truncated,A,26,2.107
s31011,319,warning,control,A,27,2.644
s31011,319,warning,truncated,A,28,2.155
s31011,319,warning,control,A,29,2.883
s31011,319,warning,truncated,A,30,2.103
s31011,319,warning,control,A,31,2.852
s31011,319,warning,truncated,A,32,2.353
s31011,319,warning,control,A,33,2.384
s31011,319,warning,truncated,A,34,2.007
s31011,319,warning,control,A,35,2.009
s31011,319,warning,truncated,A,36,2.041
s31011,319,warning,control,A,37,2.426
s31011,319,warning,truncated,A,38,2.105
s31011,319,warning,control,A,39,2.747
s31011,319,warning,truncated,A,40,1.897
s31012,928,no warning,NA,B,instructions,3.088
s31012,928,no warning,truncated,B,1,7.376
s31012,928,no warning,control,B,2,14.048
s31012,928,no warning,truncated,B,3,1.905
s31012,928,no warning,control,B,4,27.351
s31012,928,no warning,truncated,B,5,9.54
s31012,928,no warning,control,B,6,2.229
s31012,928,no warning,truncated,B,7,8.903
s31012,928,no warning,control,B,8,5.16
s31012,928,no warning,truncated,B,9,38.285
s31012,928,no warning,control,B,10,1.909
s31012,928,no warning,truncated,B,11,3.576
s31012,928,no warning,control,B,12,6.163
s31012,928,no warning,truncated,B,13,14.454
s31012,928,no warning,control,B,14,3.122
s31012,928,no warning,truncated,B,15,4.847
s31012,928,no warning,control,B,16,10.726
s31012,928,no warning,truncated,B,17,16.011
s31012,928,no warning,control,B,18,6.492
s31012,928,no warning,truncated,B,19,7.254
s31012,928,no warning,control,B,20,22.517
s31012,928,no warning,truncated,B,21,11.297
s31012,928,no warning,control,B,22,8.458
s31012,928,no warning,truncated,B,23,16.624
s31012,928,no warning,control,B,24,15.712
s31012,928,no warning,truncated,B,25,27.591
s31012,928,no warning,control,B,26,28.26
s31012,928,no warning,truncated,B,27,3.835
s31012,928,no warning,control,B,28,19.714
s31012,928,no warning,truncated,B,29,6.97
s31012,928,no warning,control,B,30,2.108
s31012,928,no warning,truncated,B,31,4.093
s31012,928,no warning,control,B,32,6.182
s31012,928,no warning,truncated,B,33,15.642
s31012,928,no warning,control,B,34,20.16
s31012,928,no warning,truncated,B,35,21.257
s31012,928,no warning,control,B,36,6.892
s31012,928,no warning,truncated,B,37,3.112
s31012,928,no warning,control,B,38,30.52
s31012,928,no warning,truncated,B,39,4.777
s31012,928,no warning,control,B,40,4.226
s31013,954,warning,NA,B,instructions,33.98
s31013,954,warning,truncated,B,1,10.933
s31013,954,warning,control,B,2,13.04
s31013,954,warning,truncated,B,3,5.485
s31013,954,warning,control,B,4,11.106
s31013,954,warning,truncated,B,5,14.355
s31013,954,warning,control,B,6,10.061
s31013,954,warning,truncated,B,7,16.177
s31013,954,warning,control,B,8,6.646
s31013,954,warning,truncated,B,9,6.551
s31013,954,warning,control,B,10,16.188
s31013,954,warning,truncated,B,11,10.73
s31013,954,warning,control,B,12,15.996
s31013,954,warning,truncated,B,13,13.232
s31013,954,warning,control,B,14,6.707
s31013,954,warning,truncated,B,15,10.872
s31013,954,warning,control,B,16,10.381
s31013,954,warning,truncated,B,17,9.266
s31013,954,warning,control,B,18,7.768
s31013,954,warning,truncated,B,19,28.582
s31013,954,warning,control,B,20,84.946
s31013,954,warning,truncated,B,21,22.355
s31013,954,warning,control,B,22,6.119
s31013,954,warning,truncated,B,23,42.348
s31013,954,warning,control,B,24,7.651
s31013,954,warning,truncated,B,25,14.658
s31013,954,warning,control,B,26,8.911
s31013,954,warning,truncated,B,27,13.14
s31013,954,warning,control,B,28,43.471
s31013,954,warning,truncated,B,29,7.358
s31013,954,warning,control,B,30,8.199
s31013,954,warning,truncated,B,31,15.152
s31013,954,warning,control,B,32,10.67
s31013,954,warning,truncated,B,33,13.156
s31013,954,warning,control,B,34,37.151
s31013,954,warning,truncated,B,35,8.103
s31013,954,warning,control,B,36,7.119
s31013,954,warning,truncated,B,37,10.08
s31013,954,warning,control,B,38,42.318
s31013,954,warning,truncated,B,39,9.565
s31013,954,warning,control,B,40,6.837
s31014,603,no warning,NA,B,instructions,6.815
s31014,603,no warning,truncated,B,1,11.712
s31014,603,no warning,control,B,2,6.091
s31014,603,no warning,truncated,B,3,6.261
s31014,603,no warning,control,B,4,7.003
s31014,603,no warning,truncated,B,5,7.234
s31014,603,no warning,control,B,6,5.061
s31014,603,no warning,truncated,B,7,6.89
s31014,603,no warning,control,B,8,3.08
s31014,603,no warning,truncated,B,9,8.479
s31014,603,no warning,control,B,10,11.329
s31014,603,no warning,truncated,B,11,7.725
s31014,603,no warning,control,B,12,22.349
s31014,603,no warning,truncated,B,13,5.751
s31014,603,no warning,control,B,14,4.83
s31014,603,no warning,truncated,B,15,15.557
s31014,603,no warning,control,B,16,5.96
s31014,603,no warning,truncated,B,17,23.618
s31014,603,no warning,control,B,18,7.246
s31014,603,no warning,truncated,B,19,9.513
s31014,603,no warning,control,B,20,6.222
s31014,603,no warning,truncated,B,21,19.232
s31014,603,no warning,control,B,22,9.852
s31014,603,no warning,truncated,B,23,6.199
s31014,603,no warning,control,B,24,12.197
s31014,603,no warning,truncated,B,25,8.873
s31014,603,no warning,control,B,26,9.375
s31014,603,no warning,truncated,B,27,7.702
s31014,603,no warning,control,B,28,4.679
s31014,603,no warning,truncated,B,29,4.967
s31014,603,no warning,control,B,30,6.271
s31014,603,no warning,truncated,B,31,4.884
s31014,603,no warning,control,B,32,6.151
s31014,603,no warning,truncated,B,33,17.491
s31014,603,no warning,control,B,34,10.115
s31014,603,no warning,truncated,B,35,7.814
s31014,603,no warning,control,B,36,6.302
s31014,603,no warning,truncated,B,37,11.416
s31014,603,no warning,control,B,38,9.445
s31014,603,no warning,truncated,B,39,12.679
s31014,603,no warning,control,B,40,5.131
s31015,934,no warning,NA,B,instructions,3.325
s31015,934,no warning,truncated,B,1,39.416
s31015,934,no warning,control,B,2,19.943
s31015,934,no warning,truncated,B,3,3.502
s31015,934,no warning,control,B,4,14.322
s31015,934,no warning,truncated,B,5,14.23
s31015,934,no warning,control,B,6,15.343
s31015,934,no warning,truncated,B,7,21.165
s31015,934,no warning,control,B,8,2.346
s31015,934,no warning,truncated,B,9,44.647
s31015,934,no warning,control,B,10,2.966
s31015,934,no warning,truncated,B,11,117.978
s31015,934,no warning,control,B,12,10.079
s31015,934,no warning,truncated,B,13,2.111
s31015,934,no warning,control,B,14,5.686
s31015,934,no warning,truncated,B,15,9.22
s31015,934,no warning,control,B,16,7.284
s31015,934,no warning,truncated,B,17,8.345
s31015,934,no warning,control,B,18,9.533
s31015,934,no warning,truncated,B,19,7.644
s31015,934,no warning,control,B,20,11.951
s31015,934,no warning,truncated,B,21,7.815
s31015,934,no warning,control,B,22,9.227
s31015,934,no warning,truncated,B,23,4.45
s31015,934,no warning,control,B,24,2.222
s31015,934,no warning,truncated,B,25,23.329
s31015,934,no warning,control,B,26,2.397
s31015,934,no warning,truncated,B,27,10.419
s31015,934,no warning,control,B,28,26.775
s31015,934,no warning,truncated,B,29,9.098
s31015,934,no warning,control,B,30,8.496
s31015,934,no warning,truncated,B,31,20.251
s31015,934,no warning,control,B,32,6.853
s31015,934,no warning,truncated,B,33,41.974
s31015,934,no warning,control,B,34,12.927
s31015,934,no warning,truncated,B,35,5.819
s31015,934,no warning,control,B,36,20.501
s31015,934,no warning,truncated,B,37,9.3
s31015,934,no warning,control,B,38,13.08
s31015,934,no warning,truncated,B,39,2.583
s31015,934,no warning,control,B,40,8.43
s31016,970,no warning,NA,A,instructions,4.265
s31016,970,no warning,control,A,1,18.534
s31016,970,no warning,truncated,A,2,22.837
s31016,970,no warning,control,A,3,6.033
s31016,970,no warning,truncated,A,4,25.975
s31016,970,no warning,control,A,5,5.692
s31016,970,no warning,truncated,A,6,3.733
s31016,970,no warning,control,A,7,5.428
s31016,970,no warning,truncated,A,8,6.209
s31016,970,no warning,control,A,9,19.268
s31016,970,no warning,truncated,A,10,5.291
s31016,970,no warning,control,A,11,5.513
s31016,970,no warning,truncated,A,12,7.538
s31016,970,no warning,control,A,13,4.831
s31016,970,no warning,truncated,A,14,7.525
s31016,970,no warning,control,A,15,7.267
s31016,970,no warning,truncated,A,16,5.699
s31016,970,no warning,control,A,17,4.971
s31016,970,no warning,truncated,A,18,178.286
s31016,970,no warning,control,A,19,135.257
s31016,970,no warning,truncated,A,20,82.435
s31016,970,no warning,control,A,21,89.243
s31016,970,no warning,truncated,A,22,4.774
s31016,970,no warning,control,A,23,3.998
s31016,970,no warning,truncated,A,24,11.47
s31016,970,no warning,control,A,25,5.748
s31016,970,no warning,truncated,A,26,18.166
s31016,970,no warning,control,A,27,5.95
s31016,970,no warning,truncated,A,28,4.498
s31016,970,no warning,control,A,29,4.509
s31016,970,no warning,truncated,A,30,6.962
s31016,970,no warning,control,A,31,6.534
s31016,970,no warning,truncated,A,32,2.858
s31016,970,no warning,control,A,33,5.354
s31016,970,no warning,truncated,A,34,7.292
s31016,970,no warning,control,A,35,7.525
s31016,970,no warning,truncated,A,36,3.823
s31016,970,no warning,control,A,37,5.475
s31016,970,no warning,truncated,A,38,6.847
s31016,970,no warning,control,A,39,13.622
s31016,970,no warning,truncated,A,40,18.528
s31017,428,warning,NA,A,instructions,9.636
s31017,428,warning,control,A,1,4.012
s31017,428,warning,truncated,A,2,6.6
s31017,428,warning,control,A,3,5.34
s31017,428,warning,truncated,A,4,5.834
s31017,428,warning,control,A,5,12.812
s31017,428,warning,truncated,A,6,6.412
s31017,428,warning,control,A,7,11.408
s31017,428,warning,truncated,A,8,6.511
s31017,428,warning,control,A,9,6.94
s31017,428,warning,truncated,A,10,1.91
s31017,428,warning,control,A,11,8.002
s31017,428,warning,truncated,A,12,8.649
s31017,428,warning,control,A,13,8.401
s31017,428,warning,truncated,A,14,7.337
s31017,428,warning,control,A,15,6.882
s31017,428,warning,truncated,A,16,6.171
s31017,428,warning,control,A,17,8.516
s31017,428,warning,truncated,A,18,9.435
s31017,428,warning,control,A,19,8.943
s31017,428,warning,truncated,A,20,11.581
s31017,428,warning,control,A,21,7.491
s31017,428,warning,truncated,A,22,8.415
s31017,428,warning,control,A,23,6.375
s31017,428,warning,truncated,A,24,8.204
s31017,428,warning,control,A,25,8.808
s31017,428,warning,truncated,A,26,6.453
s31017,428,warning,control,A,27,7.669
s31017,428,warning,truncated,A,28,4.736
s31017,428,warning,control,A,29,4.726
s31017,428,warning,truncated,A,30,9.468
s31017,428,warning,control,A,31,5.214
s31017,428,warning,truncated,A,32,6.345
s31017,428,warning,control,A,33,6.868
s31017,428,warning,truncated,A,34,7.41
s31017,428,warning,control,A,35,8.57
s31017,428,warning,truncated,A,36,7.702
s31017,428,warning,control,A,37,9.506
s31017,428,warning,truncated,A,38,12.257
s31017,428,warning,control,A,39,3.206
s31017,428,warning,truncated,A,40,4.636
s31018,494,no warning,NA,B,instructions,8.072
s31018,494,no warning,truncated,B,1,2.242
s31018,494,no warning,control,B,2,2.617
s31018,494,no warning,truncated,B,3,3.174
s31018,494,no warning,control,B,4,2.41
s31018,494,no warning,truncated,B,5,2.471
s31018,494,no warning,control,B,6,2.684
s31018,494,no warning,truncated,B,7,3.674
s31018,494,no warning,control,B,8,3.712
s31018,494,no warning,truncated,B,9,2.791
s31018,494,no warning,control,B,10,2.483
s31018,494,no warning,truncated,B,11,2.512
s31018,494,no warning,control,B,12,5.56
s31018,494,no warning,truncated,B,13,2.772
s31018,494,no warning,control,B,14,2.613
s31018,494,no warning,truncated,B,15,3.732
s31018,494,no warning,control,B,16,2.469
s31018,494,no warning,truncated,B,17,3.092
s31018,494,no warning,control,B,18,3.245
s31018,494,no warning,truncated,B,19,19.228
s31018,494,no warning,control,B,20,2.542
s31018,494,no warning,truncated,B,21,2.104
s31018,494,no warning,control,B,22,3.041
s31018,494,no warning,truncated,B,23,2.721
s31018,494,no warning,control,B,24,2.808
s31018,494,no warning,truncated,B,25,21.379
s31018,494,no warning,control,B,26,2.192
s31018,494,no warning,truncated,B,27,2.427
s31018,494,no warning,control,B,28,2.38
s31018,494,no warning,truncated,B,29,3.092
s31018,494,no warning,control,B,30,2.956
s31018,494,no warning,truncated,B,31,3.335
s31018,494,no warning,control,B,32,3.091
s31018,494,no warning,truncated,B,33,2.703
s31018,494,no warning,control,B,34,2.484
s31018,494,no warning,truncated,B,35,2.177
s31018,494,no warning,control,B,36,3.213
s31018,494,no warning,truncated,B,37,8.953
s31018,494,no warning,control,B,38,2.498
s31018,494,no warning,truncated,B,39,8.463
s31018,494,no warning,control,B,40,3.356
s31019,708,warning,NA,B,instructions,24.914
s31019,708,warning,truncated,B,1,9.135
s31019,708,warning,control,B,2,6.825
s31019,708,warning,truncated,B,3,6.901
s31019,708,warning,control,B,4,22.322
s31019,708,warning,truncated,B,5,14.195
s31019,708,warning,control,B,6,5.051
s31019,708,warning,truncated,B,7,20.948
s31019,708,warning,control,B,8,5.771
s31019,708,warning,truncated,B,9,8.581
s31019,708,warning,control,B,10,10.851
s31019,708,warning,truncated,B,11,15.727
s31019,708,warning,control,B,12,8.603
s31019,708,warning,truncated,B,13,12.698
s31019,708,warning,control,B,14,11.652
s31019,708,warning,truncated,B,15,7.279
s31019,708,warning,control,B,16,9.135
s31019,708,warning,truncated,B,17,7.186
s31019,708,warning,control,B,18,14.035
s31019,708,warning,truncated,B,19,6.581
s31019,708,warning,control,B,20,10.133
s31019,708,warning,truncated,B,21,9.431
s31019,708,warning,control,B,22,5.113
s31019,708,warning,truncated,B,23,5.846
s31019,708,warning,control,B,24,9.361
s31019,708,warning,truncated,B,25,7.788
s31019,708,warning,control,B,26,7.4
s31019,708,warning,truncated,B,27,10.88
s31019,708,warning,control,B,28,6.837
s31019,708,warning,truncated,B,29,4.046
s31019,708,warning,control,B,30,21.278
s31019,708,warning,truncated,B,31,9.641
s31019,708,warning,control,B,32,4.744
s31019,708,warning,truncated,B,33,9.48
s31019,708,warning,control,B,34,7.783
s31019,708,warning,truncated,B,35,5.528
s31019,708,warning,control,B,36,6.914
s31019,708,warning,truncated,B,37,6.207
s31019,708,warning,control,B,38,14.213
s31019,708,warning,truncated,B,39,5.03
s31019,708,warning,control,B,40,5.107
s31020,1206,warning,NA,A,instructions,60.871
s31020,1206,warning,control,A,1,12.273
s31020,1206,warning,truncated,A,2,9.935
s31020,1206,warning,control,A,3,62.616
s31020,1206,warning,truncated,A,4,14.14
s31020,1206,warning,control,A,5,9.395
s31020,1206,warning,truncated,A,6,8.123
s31020,1206,warning,control,A,7,20.607
s31020,1206,warning,truncated,A,8,8.671
s31020,1206,warning,control,A,9,12.828
s31020,1206,warning,truncated,A,10,7.35
s31020,1206,warning,control,A,11,8.595
s31020,1206,warning,truncated,A,12,23.815
s31020,1206,warning,control,A,13,42.246
s31020,1206,warning,truncated,A,14,15.295
s31020,1206,warning,control,A,15,21.314
s31020,1206,warning,truncated,A,16,10.883
s31020,1206,warning,control,A,17,9.474
s31020,1206,warning,truncated,A,18,23.439
s31020,1206,warning,control,A,19,15.206
s31020,1206,warning,truncated,A,20,9.502
s31020,1206,warning,control,A,21,18.357
s31020,1206,warning,truncated,A,22,5.135
s31020,1206,warning,control,A,23,10.082
s31020,1206,warning,truncated,A,24,10.189
s31020,1206,warning,control,A,25,63.034
s31020,1206,warning,truncated,A,26,25.218
s31020,1206,warning,control,A,27,11.508
s31020,1206,warning,truncated,A,28,11.524
s31020,1206,warning,control,A,29,12.606
s31020,1206,warning,truncated,A,30,14.604
s31020,1206,warning,control,A,31,8.528
s31020,1206,warning,truncated,A,32,11.985
s31020,1206,warning,control,A,33,10.26
s31020,1206,warning,truncated,A,34,8.594
s31020,1206,warning,control,A,35,9.571
s31020,1206,warning,truncated,A,36,15.39
s31020,1206,warning,control,A,37,8.366
s31020,1206,warning,truncated,A,38,12.045
s31020,1206,warning,control,A,39,9.564
s31020,1206,warning,truncated,A,40,198.099
s31021,1108,no warning,NA,B,instructions,4.776
s31021,1108,no warning,truncated,B,1,23.728
s31021,1108,no warning,control,B,2,10.388
s31021,1108,no warning,truncated,B,3,10.234
s31021,1108,no warning,control,B,4,14.101
s31021,1108,no warning,truncated,B,5,15.759
s31021,1108,no warning,control,B,6,19.287
s31021,1108,no warning,truncated,B,7,21.877
s31021,1108,no warning,control,B,8,11.207
s31021,1108,no warning,truncated,B,9,11.464
s31021,1108,no warning,control,B,10,21.43
s31021,1108,no warning,truncated,B,11,12.582
s31021,1108,no warning,control,B,12,27.422
s31021,1108,no warning,truncated,B,13,7.694
s31021,1108,no warning,control,B,14,11.022
s31021,1108,no warning,truncated,B,15,11.265
s31021,1108,no warning,control,B,16,18.606
s31021,1108,no warning,truncated,B,17,11.499
s31021,1108,no warning,control,B,18,20.435
s31021,1108,no warning,truncated,B,19,13.395
s31021,1108,no warning,control,B,20,36.454
s31021,1108,no warning,truncated,B,21,14.054
s31021,1108,no warning,control,B,22,10.537
s31021,1108,no warning,truncated,B,23,9.598
s31021,1108,no warning,control,B,24,16.17
s31021,1108,no warning,truncated,B,25,13.236
s31021,1108,no warning,control,B,26,26.303
s31021,1108,no warning,truncated,B,27,9.408
s31021,1108,no warning,control,B,28,10.259
s31021,1108,no warning,truncated,B,29,8.353
s31021,1108,no warning,control,B,30,40.743
s31021,1108,no warning,truncated,B,31,6.933
s31021,1108,no warning,control,B,32,8.56
s31021,1108,no warning,truncated,B,33,26.037
s31021,1108,no warning,control,B,34,15.178
s31021,1108,no warning,truncated,B,35,12.973
s31021,1108,no warning,control,B,36,16.382
s31021,1108,no warning,truncated,B,37,14.694
s31021,1108,no warning,control,B,38,11.692
s31021,1108,no warning,truncated,B,39,8.796
s31021,1108,no warning,control,B,40,13.872
s31022,1341,no warning,NA,A,instructions,9.918
s31022,1341,no warning,control,A,1,14.454
s31022,1341,no warning,truncated,A,2,33.53
s31022,1341,no warning,control,A,3,13.169
s31022,1341,no warning,truncated,A,4,11.314
s31022,1341,no warning,control,A,5,34.857
s31022,1341,no warning,truncated,A,6,18.318
s31022,1341,no warning,control,A,7,26.276
s31022,1341,no warning,truncated,A,8,18.645
s31022,1341,no warning,control,A,9,25.939
s31022,1341,no warning,truncated,A,10,14.599
s31022,1341,no warning,control,A,11,10.373
s31022,1341,no warning,truncated,A,12,19.87
s31022,1341,no warning,control,A,13,19.646
s31022,1341,no warning,truncated,A,14,30.577
s31022,1341,no warning,control,A,15,115.823
s31022,1341,no warning,truncated,A,16,20.893
s31022,1341,no warning,control,A,17,13.655
s31022,1341,no warning,truncated,A,18,20.383
s31022,1341,no warning,control,A,19,27.281
s31022,1341,no warning,truncated,A,20,32.365
s31022,1341,no warning,control,A,21,19.677
s31022,1341,no warning,truncated,A,22,25.238
s31022,1341,no warning,control,A,23,20.617
s31022,1341,no warning,truncated,A,24,13.134
s31022,1341,no warning,control,A,25,38.041
s31022,1341,no warning,truncated,A,26,14.526
s31022,1341,no warning,control,A,27,15.303
s31022,1341,no warning,truncated,A,28,20.726
s31022,1341,no warning,control,A,29,17.218
s31022,1341,no warning,truncated,A,30,23.585
s31022,1341,no warning,control,A,31,21.279
s31022,1341,no warning,truncated,A,32,56.114
s31022,1341,no warning,control,A,33,17.504
s31022,1341,no warning,truncated,A,34,23.758
s31022,1341,no warning,control,A,35,23.747
s31022,1341,no warning,truncated,A,36,22.335
s31022,1341,no warning,control,A,37,16.816
s31022,1341,no warning,truncated,A,38,36.521
s31022,1341,no warning,control,A,39,14.888
s31022,1341,no warning,truncated,A,40,22.621
s31023,842,no warning,NA,B,instructions,11.311
s31023,842,no warning,truncated,B,1,7.075
s31023,842,no warning,control,B,2,10.723
s31023,842,no warning,truncated,B,3,9.823
s31023,842,no warning,control,B,4,7.391
s31023,842,no warning,truncated,B,5,9.083
s31023,842,no warning,control,B,6,12.081
s31023,842,no warning,truncated,B,7,9.246
s31023,842,no warning,control,B,8,10.344
s31023,842,no warning,truncated,B,9,6.29
s31023,842,no warning,control,B,10,10.199
s31023,842,no warning,truncated,B,11,9.887
s31023,842,no warning,control,B,12,8.916
s31023,842,no warning,truncated,B,13,6.405
s31023,842,no warning,control,B,14,10.158
s31023,842,no warning,truncated,B,15,6.127
s31023,842,no warning,control,B,16,9.124
s31023,842,no warning,truncated,B,17,7.848
s31023,842,no warning,control,B,18,11.577
s31023,842,no warning,truncated,B,19,14.548
s31023,842,no warning,control,B,20,13.056
s31023,842,no warning,truncated,B,21,11.123
s31023,842,no warning,control,B,22,8.112
s31023,842,no warning,truncated,B,23,6.511
s31023,842,no warning,control,B,24,11.278
s31023,842,no warning,truncated,B,25,11.943
s31023,842,no warning,control,B,26,8.992
s31023,842,no warning,truncated,B,27,15.114
s31023,842,no warning,control,B,28,8.449
s31023,842,no warning,truncated,B,29,8.153
s31023,842,no warning,control,B,30,10.003
s31023,842,no warning,truncated,B,31,10.105
s31023,842,no warning,control,B,32,6.431
s31023,842,no warning,truncated,B,33,5.709
s31023,842,no warning,control,B,34,9.056
s31023,842,no warning,truncated,B,35,5.889
s31023,842,no warning,control,B,36,11.379
s31023,842,no warning,truncated,B,37,9.673
s31023,842,no warning,control,B,38,13.841
s31023,842,no warning,truncated,B,39,13.683
s31023,842,no warning,control,B,40,7.33
s31024,1115,no warning,NA,B,instructions,4.263
s31024,1115,no warning,truncated,B,1,18.865
s31024,1115,no warning,control,B,2,19.396
s31024,1115,no warning,truncated,B,3,9.667
s31024,1115,no warning,control,B,4,6.942
s31024,1115,no warning,truncated,B,5,25.961
s31024,1115,no warning,control,B,6,11.323
s31024,1115,no warning,truncated,B,7,8.023
s31024,1115,no warning,control,B,8,14.468
s31024,1115,no warning,truncated,B,9,5.719
s31024,1115,no warning,control,B,10,22.996
s31024,1115,no warning,truncated,B,11,16.398
s31024,1115,no warning,control,B,12,14.036
s31024,1115,no warning,truncated,B,13,6.974
s31024,1115,no warning,control,B,14,61.763
s31024,1115,no warning,truncated,B,15,6.562
s31024,1115,no warning,control,B,16,12.739
s31024,1115,no warning,truncated,B,17,26.602
s31024,1115,no warning,control,B,18,36.865
s31024,1115,no warning,truncated,B,19,15.84
s31024,1115,no warning,control,B,20,14.443
s31024,1115,no warning,truncated,B,21,97.951
s31024,1115,no warning,control,B,22,11.338
s31024,1115,no warning,truncated,B,23,22.029
s31024,1115,no warning,control,B,24,12.983
s31024,1115,no warning,truncated,B,25,54.557
s31024,1115,no warning,control,B,26,53.15
s31024,1115,no warning,truncated,B,27,12.696
s31024,1115,no warning,control,B,28,7.238
s31024,1115,no warning,truncated,B,29,36.509
s31024,1115,no warning,control,B,30,15.062
s31024,1115,no warning,truncated,B,31,7.491
s31024,1115,no warning,control,B,32,15.152
s31024,1115,no warning,truncated,B,33,16.822
s31024,1115,no warning,control,B,34,14.539
s31024,1115,no warning,truncated,B,35,85.998
s31024,1115,no warning,control,B,36,7.437
